COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,REVISIÓN O REEVALUACIÓN,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,SUBTIPOLOGÍAS,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,ALCANCE INICIATIVA,DIVISIÓN VINCULADA,CARTERA REZAGO,BENEFICIARIO,SECTOR,SUBSECTOR,MONTO INICIATIVA,MONTO SECTORIAL,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,GASTO SIG. AÑOS,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,N° RATES EMITIDOS,DIAS PARA RESPUESTA,N° ORD. POSTULACIÓN,FECHA ORD. POSTULACIÓN,FECHA RECEPC. GORE,ANALISTA,FECHA ASIGN. ANALISTA,N° ORD.  A MIDESO,FECHA ENVÍO A MIDESO,N° ORD. CORE,FECHA ENVÍO ORD. A CORE,N° CERTIF. RS,FECHA CERTIF. RS,N° CERT.CORE O RES. EXTA INCORP,FECHA CERTIF. APROBADO CORE,"N° MEMO PRESUPESTO
RES. APRUEBA CONV","FECHA ENVÍO A PRESUPUESTO
FECHA CONVENIO",OBSERVACIONES GENERALES,EJE,LINEAMIENTO,OBJETIVO,ACCION,N° EMPLEOS EST. HOMBRE,N° EMPLEOS EST. MUJER,N° EMPLEOS ESTIMADOS,N° BENEF DIRECT HOM,N° BENEF DIRECTOS MUJ,N° BENEF DIRECTOS TOTAL,CONTROL DE DIAS,CONTROL RESPUESTA OBSERVACIONES,N° DIAS RETRASO,RESPONDE OBSERVACIONES,FECHA RESPUESTA INGRESO PRE INVERSIÓN,N° DÍAS A LA ESPERA DE REVISIÓN,PRIORIZADO GOBERNADOR,,,,,,
40013885-2021,EN PRESUPUESTO,2022,2021,40013885,0,"ADQUISICION CAMION LIMPIAFOSA, COMUNA DE PINTO",REEVALUACIÓN,PROYECTO,DIGUILLÍN,PINTO,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,VEHÍCULOS Y MAQUINARIAS,29,3,,MUNICIP. PINTO,MUNICIPIO,MUNICIP. PINTO,COMUNAL,,,PINTO,MULTISECTORIAL,ADMINISTRACIÓN MULTISECTORIAL,"M$59,982",M$0,"M$59,982","M$59,982","M$59,982",M$0,CONVENIO APROBADO,22.09.2022,RS,"21,09.2022",,,539,08-08-2022,11-08-2022,Juan Pablo Lopez,21.09.2022,,,,,226,21.09.2022,,,,,SEREMI: SOLICITA REEVALUACION REASIGNACION DE RECURSOS POR ITEMS,1. TERRITORIO Y MEDIO AMBIENTE,1.2 FORTALECER LA SUSTENTABILIDAD AMBIENTAL DE LA REGIÓN,1.2.3 MEJORAMIENTO DEL MEDIO AMBIENTE EN LOS ASENTAMIENTOS HUMANOS DE LA REGIÓN,1.2.3.3 Avanzar en el saneamiento sanitario de los asentamientos humanos de la región.,,,,2723,2647,5370,#VALUE!,,,,,,NO,,,,,,
40013887-2019,NO VIGENTE,2019,2019,40013887,0,BUS COMUNAL PINTO,,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,,29,3,,MUNICIP. PINTO,MUNICIPIO,,,,,PINTO,VEHICULOS,BUS,"$135,781",$0,"$135,781",,"M$135,781",M$0,REVISAR,,,,,,,,30-04-2019,PABLO NUÑEZ,08-05-2019,,,,,,,,,,," // E2212/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA, IDI SIN TERMINAR EN BIP AL 08-05-19",,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,
40013887-2022,VIGENTE,2022,2022,40013887,0,"ADQUISICION BUS PARA TRASLADO DE ORGANIZACOINES SOCIALES, COMUNA DE PINTO",,PROYECTO,DIGUILLÍN,PINTO,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,VEHÍCULOS Y MAQUINARIAS,29,3,,MUNICIP. PINTO,MUNICIPIO,MUNICIP. PINTO,COMUNAL,,,PINTO,MULTISECTORIAL,MULTISECTORIAL ORGANIZACIONES Y SERVICIOS COMUNALES,"M$60,678",M$0,"M$60,678","M$60,678","M$60,678",M$0,INGRESADO A PREINVERSIÓN,,SIN RATE,,,,505,27-07-2022,29-07-2022,Sin Analista,,,,,,,,,,,,RECORDAR PLAZO,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,,,,,,5965,5965,11930,30-12-1899,,,,,,NO,,,,,,
40013888-2019,NO VIGENTE,2019,2019,40013888,0,CAMIONETA DE SEGURIDAD COMUNAL PINTO,,PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,C-33,,,29,3,,MUNICIP. PINTO,MUNICIPIO,,,,,PINTO,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$57,890",$0,"$57,890",,"M$57,890",M$0,REVISAR,,,,,,,,30-04-2019,PABLO NUÑEZ,08-05-2019,,,,,,,,,,," // E2211/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA, IDI SIN TERMINAR EN BIP AL 08-05-19",,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,
40013942-2019,NO VIGENTE,2019,2019,40013942,0,"ADQUISICION RODILLO COMPACTADOR, MINICARGADOR CON ACCESORIOS Y CAMIONETAS 4X4, CHILLÁN",,PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,C-33,,,29,5,2,MUNICIP. CHILLÁN,MUNICIPIO,,,,,CHILLAN,MAQUINARIA,MAQUINARIA,"$201,556",$0,"$201,556",,"M$201,556",M$0,NO RECOMEN,,FI,17-10-2019,,,,,04-06-2019,ELIAS JARA,04-10-2019,,,,,,,,,,," // FI DEL 17-10-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 100/2306/2019 DEL 03-10-19 E5206/2019 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES, DERIVADO ANALISTA PARA REVISIÓN 04-10-19// FI DEL 28-08-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 100/190",,,,,,,,,,,17-10-2019,RECORDAR PLAZO,1019,,,,,,,,,,
40013967-2020,EN PRESUPUESTO,2021,2020,40013967,0,REPOSICIÓN OFICINA REGISTRO CIVIL DE SAN NICOLÁS,,PROYECTO,PUNILLA,SAN NICOLÁS,DISEÑO,MIDESO,MIDESO,Infraestructura Pública,31,2,0,REGISTRO CIVIL,SECTORIAL / OTRO,,,,,SAN NICOLAS,JUSTICIA,INFRAESTRUCUTRA PUBLICA,"$28,378",$0,"$28,378",,"M$14,197","M$14,181",,,RS,18-01-2021,1,,,,19-01-2021,Oscar Diaz Diaz,01-02-2021,Sin envio previo,,235,09-04-2021,,,0,,,, // INGRESA SOLICITUD CAMBIO DE FINANCIAMIENTO SECTORIAL A FNDR.,,,,,,,,,,,NO,YA ESTÁ RS,NO APLICA,,,,,,,,,,
40013993-2021,NO VIGENTE,2019,2021,40013993,0,TRANSFERENCIA INTERNACIONALIZACION VITIVINICOLA DEL VALLE DEL ITATA Y SUS ZONA DE REZAGO,,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,,33,3,,PROCHILE,SECTORIAL / OTRO,,,,,PROCHILE,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$546,601",$0,"$546,601",,"M$7,101","M$539,500",APRO CORE,,RS,31-07-2019,,,,,06-05-2019,JAVIER BRITO,05-07-2019,,,337,31-07-2019,,,177,16-08-2019,,, // CERTIFICADO 256 E6710/2019 CON FECHA 19-12-2019 COMPLEMENTA A CERTIFICADO 177//APROBADO CORE POR CERTIF. 177 DEL 16-08-19 // EN COMISION CORE DEL 06-08-19 15:30 HRS.// ENVIADO A CORE POR ORD. 337 DEL 31-07-19 E3896/2019 // RS DEL 31-07-19 INFORMADO POR CO,,,,,,,,,,,31-07-2019,YA ESTÁ RS,NO APLICA,,,,,,,,,,
40014061-2019,NO VIGENTE,2019,2019,40014061,0,REPOSICION 3 CAMIONES TOLVA COMUNA DE COBQUECURA,,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,,,29,3,,MUNICIP. COBQUECURA,MUNICIPIO,,,,,COBQUECURA,CAMIONES,CAMIONES,"$227,409",$0,"$227,409",,"M$227,409",M$0,APRO CORE,,RS,19-08-2019,,,,,08-05-2019,ELIAS JARA,15-05-2019,,,375,28-08-2019,,,211,10-09-2019,,," // APROBADO CORE POR CERTIF. 211 DEL 10-09-19 // ENVIADO A CORE POR ORD. 375 DEL 28-08-19 E4442/2019 // OFICIO DE INTENDENTE PARA ENVÍO A CORE, PARA VISACIÓN JEFE DIPLADE 19-08-19 // RS DEL 19-08-19 INFORMADO POR CORREO MISMO DIA // POR CORREO DEL 16-08-19 S",,,,,,,,,,,19-08-2019,,NO APLICA,,,,,,,,,,
40014061-2020,EN PRESUPUESTO,2022,2020,40014061,0,REPOSICION DE TRES (3) CAMIONES TOLVA COMUNA DE COBQUECURA,,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,VEHÍCULOS Y MAQUINARIAS,29,3,,MUNICIP. COBQUECURA,MUNICIPIO,MUNICIP. COBQUECURA,COMUNAL,,,COBQUECURA,MULTISECTORIAL,"INTERSUBSECTORIAL
MULTISECTOR","M$272,132",M$0,"M$272,132","M$272,132","M$272,132",M$0,CONVENIO APROBADO,,RS,04-05-2022,,,295,02-05-2022,03-05-2022,Juan Pablo Lopez,05-04-2022,,,,,151,04-05-2022,32,23.06.2022,,,CERTIFICADO RS N°151,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.2 Implementar un programa estratégico de pavimentación y mejoramiento de infraestructura pública vial.,,,,2525,2487,5012,04-05-2022,,,,,,SI,,,,,,
40014065-2021,NO VIGENTE,2019,2021,40014065,0,REPOSICION CAMIÓN RECOLECTOR RSD COMUNA DE COBQUECURA,,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,,,29,3,,MUNICIP. COBQUECURA,MUNICIPIO,,,,,COBQUECURA,CAMIONES,CAMIONES,"$104,541",$0,"$104,541",,"M$104,541",M$0,APRO CORE,,RS,25-09-2019,,,,,08-05-2019,ELIAS JARA,15-05-2019,,,502,30-12-2019,,,,,,, // ENVIADO A CORE ÑUBLE ORD 502 DEL 30-12-2019 E6905/2020//MEMO S/N ENTREGADO A JEFE DE GABINETE DEL 27-12-2019//OFICIO DE INTENDENTE A CORE PARA VISACIÓN JEFE DIPLADE 25-09-19 // RS DEL 25-09-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 890 DEL 16-09-19 E4,,,,,,,,,,,25-09-2019,,NO APLICA,,,,,,,,,,
40014065-2021,EN PRESUPUESTO,2019,2021,40014065,0,REPOSICION CAMIÓN RECOLECTOR RSD COMUNA DE COBQUECURA,,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,,,29,3,,MUNICIP. COBQUECURA,MUNICIPIO,,,,,COBQUECURA,CAMIONES,CAMIONES,"$104,541",$0,"$104,541",,"M$104,541",M$0,APRO CORE,,RS,25-09-2019,,,,,08-05-2019,ELIAS JARA,15-05-2019,,,502,30-12-2019,,,18,08-01-2020,,, // E8048/2020 CERTIFICADO LLEGA POR ORD. N°0005/2020 DE FECHA 20-02-20 // APRO CORE DEL 08-01-2020//APROBADO COMISION CORE 07-01-2020//ENVIADO A CORE ÑUBLE ORD 502 DEL 30-12-2019 E6905/2020//MEMO S/N ENTREGADO A JEFE DE GABINETE DEL 27-12-2019//OFICIO DE INTENDENTE A CORE PARA VISACIÓN JEFE DIPLADE 25-09-19 // RS DEL 25-09-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 890 DEL 16-09-19 E4,,,,,,,,,,,25-09-2019,,NO APLICA,,,,,,,,,,
40014067-2019,NO VIGENTE,2019,2019,40014067,0,ADQUISICION CAMION TOLVA COMUNA DE COBQUECURA,,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,,,29,3,,MUNICIP. COBQUECURA,MUNICIPIO,,,,,COBQUECURA,CAMIONES,CAMIONES,"$71,638",$0,"$71,638",,"M$71,638",M$0,REVISAR,,,,,,,,08-05-2019,PABLO NUÑEZ,09-05-2019,,,,,,,,,,, // E2328/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,
40014087-2019,NO VIGENTE,2019,2019,40014087,0,TRANSFERENCIA MEJORAMIENTO DE LA PRODUCTIVIDAD DEL AVELLANO EUROPEO,,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,FIC,,,33,3,999,INIA,SECTORIAL / OTRO,,,,,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$128,105",$0,"$128,105",,"M$69,918","M$58,187",REV PREINV,,,,,,,,22-05-2019,JAVIER BRITO,31-05-2019,,,,,,,,,,," // ASIGNADO ANALISTA PARA REVISIÓN 31-05-19 // E2557/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA, SE DESPACHA EXPEDIENTE A JEFE DIVISIÓN PARA CONSULTAR PRIORIZACIÓN Y SI CORRESPONDE A FIC 23-05-19",,,,,,,,,,,30-12-1899,RECORDAR PLAZO,44774,,,,,,,,,,
40014087-2021,EN PRESUPUESTO,2020,2021,40014087,0,"TRANSFERENCIA MEJORAMIENTO DE LA PRODUCTIVIDAD DEL AVELLANO EUROPEO MEDIANTE MANEJO DEL
RIEGO",,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,FIC,GLOSAS COMUNES - FIC,,33,3,999,INIA,SECTORIAL / OTRO,,,,,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$128,105",$0,"$128,105",,"M$69,918","M$58,187",COMI CORE,,RS,10-07-2020,,,,,03-07-2020,JAVIER BRITO,03-07-2020,,,0,,,,0,,,, // DERIVADO A JAVIER BRITO PARA REVISIÓN 03-07-20,,,,,,,,,,,10-07-2020,,NO APLICA,,,,,,,,,,
40014134-2019,NO VIGENTE,2019,2019,40014134,0,APOYO TECNICO PARA EL DESARROLLO INTEGRAL DE LA INFRAESTRUCTURA HOSPITALARIA DE LA RED ÑUBLE,,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,,33,3,,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,,,REGIONAL,SALUD,SALUD PUBLICA,"$84,750",$0,"$84,750",,"M$84,750",M$0,REVISAR,,,,,,,,09-05-2019,PABLO NUÑEZ,09-05-2019,,,,,,,,,,, // E2341/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA,,,,,,,,,,,30-12-1899,RECORDAR PLAZO,44774,,,,,,,,,,
40014260-2021,EN PRESUPUESTO,2020,2021,40014260,0,"CONSTRUCCION PUENTE SARGENTO ALDEA, COMUNA DE COIHUECO",,PROYECTO,PUNILLA,COIHUECO,DISEÑO,MIDESO,MIDESO,,31,0,0,MINVU SERVIU,SECTORIAL / OTRO,,,,,COIHUECO,PUENTES,"TRANSPORTE URBANO, VIALIDAD PEATONAL","$184,680",$0,"$184,680",,"M$55,814","M$128,866",APRO CORE,,RS,01-10-2019,,,,,03-01-2020,PABLO NUÑEZ,07-01-2020,,,33,24-01-2020,,,78,06-04-2020,,," // APROBADO CORE SEGÚN CERTIFICADO 78 DEL 06-04-20 ENVIADO POR CORREO DEL FECHA 07-04-20// APROBADO EN COMISIÓN Y SESIÓN CORE REALIZADA EN NINHUE 27-02-20 // ENVIADO A CORE POR ORD. 33 DEL 24-01-20 E7465/2020 // POR MEMO N°6 DEL 24-01-20 E7458/2020 SE ENVIA A FIRMA DE INTENDENTE // POR CORREO DE DIPIR 24-01-20 SE AUTORIZA PROPUESTA FINANCIAMIENTO FNDR // SE ENVIA CORREO A JEFATURAS 07-01-2020 CONSULTANDO PRIORIZACIÓN INICIATIVAS E6956/2020, PROYECTO CON FONDO SECTORIALES SE CONSULTA PODER FINANCIAR CON FONDOS FNDR//",,,,,,,,,,,01-10-2019,,NO APLICA,,,,,,,,,,
40014270-2019,NO VIGENTE,2019,2019,40014270,0,TRANSFERENCIA OPTIMIZACIÓN DE LA GESTIÓN DE COSECHA EN CEREZA,,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,,33,3,,INIA,SECTORIAL / OTRO,,,,,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$199,343",$0,"$199,343",,"M$159,180","M$40,163",REVISAR,,,,,,,,05-06-2019,PABLO NUÑEZ,06-06-2019,,,,,,,,,,, // E2874/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN DE ANALISTA,,,,,,,,,,,30-12-1899,RECORDAR PLAZO,44774,,,,,,,,,,
40014270-2021,EN PRESUPUESTO,2020,2021,40014270,0,TRANSFERENCIA OPTIMIZACIÓN DE LA GESTIÓN DE COSECHA EN CEREZA,,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,FIC,GLOSAS COMUNES - FIC,,33,3,999,INIA,SECTORIAL / OTRO,,,,,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$171,500",$0,"$171,500",,"M$78,750","M$92,750",COMI CORE,,RS,09-07-2020,,,,,03-07-2020,JAVIER BRITO,03-07-2020,,,0,,,,0,,,, // DERIVADO A JAVIER BRITO PARA REVISIÓN 03-07-20,,,,,,,,,,,09-07-2020,,NO APLICA,,,,,,,,,,
40014295-2019,NO VIGENTE,2019,2019,40014295,0,ADQUISICION MOTONIVELADORA MUNICIPALIDAD DE COBQUECURA,,PROYECTO,ITATA,COBQUECURA,EJECUCIÓN,C-33,,,29,5,2,MUNICIP. COBQUECURA,MUNICIPIO,,,,,COBQUECURA,MAQUINARIA,MAQUINARIA,"$218,543",$0,"$218,543",,"M$218,543",M$0,APRO CORE,,RS,02-08-2019,,,,,16-05-2019,ELIAS JARA,04-06-2019,,,341,02-08-2019,,,176,16-08-2019,,," // APROBADO CORE POR CERTIFICADO 176 DEL 16-08-19 E4254/2019 // ENVIADO A CORE POR ORD. 341 DEL 02-08-19 E3960/2019// RS DEL 02-08-19 INFORMADO POR CORREO MISMO DIA // POR ORD. 736 DEL 31-07-19 E3915/2019 FORMULADOR INFORMA SUBSANACION DE OBSERVACIONES, DERI",,,,,,,,,,,02-08-2019,YA ESTÁ RS,NO APLICA,,,,,,,,,,
40014384-2019,NO VIGENTE,2019,2019,40014384,0,CONSTRUCCION PARQUE INTERCOMUNAL ULTRAESTACIÓN,,PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,,31,2,,MINVU SERVIU,SECTORIAL / OTRO,,,,,CHILLAN,INFRAESTRUCTURA PUBLICA,DESARROLLO URBANO,"$3,166,598",$0,"$3,166,598",,M$0,"M$3,166,598",APRO CORE,,RS,25-10-2019,,,,,01-08-2019,PABLO NUÑEZ,01-08-2019,347,07-08-19,481,17-12-2019,,,,,,, // ENVIA A CORE ÑUBLE OFICIO 481 DEL 17-12-2019 E6594/2019//MEMO N°63 CON FECHA 04-12-2019 10:10AM E6260/2019 //ENVIADO PARA FIRMA INTENDENTE//28-10-19 SE ENVÍA CORREO A JEFATURAS PARA CONOCIMIENTO Y SE QUEDA A LA ESPERA DE INSTRUCCIONES // POR ORD. 347 DEL,,,,,,,,,,,25-10-2019,YA ESTÁ RS,NO APLICA,,,,,,,,,,
40014384-2020,EN PRESUPUESTO,2019,2020,40014384,0,CONSTRUCCION PARQUE INTERCOMUNAL ULTRAESTACIÓN,,PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,MIDESO,,31,2,,MINVU SERVIU,SECTORIAL / OTRO,,,,,CHILLAN,INFRAESTRUCTURA PUBLICA,DESARROLLO URBANO,"$3,248,921",$0,"$3,248,921",,"M$3,248,921",M$0,APRO CORE,,RS,25-10-2019,,,,,01-08-2019,PABLO NUÑEZ,01-08-2019,347,07-08-19,481,17-12-2019,,,48,24-02-2020,,," // RE EL 02-06-20 // POR CORREO DEL 06-04-20 SE ENVIÓ CERTIFICADO CORE 073/2020 DE FECHA 03-04-20 QUE CORRIGE MONTOS APROBADOS// ERROR EN MONTO APROBADO POR CERTIFICADO, SE INFORMA POR CORREO A SECRETARIO EJECUTIVO DEL CORE 25-02-20 // E8091/2020 ENVIA CERTIFICADO CORE POR ORD. 049/2020 DE FECHA 24-02-20 // APRO CORE DEL 03-02-2020//APROBADO EN COMISION CORE DEL 21-01-2020//SESION COMISION DEL 15-01-2020 //POR ORD 5 DEL 06-01-2020 ACTUALIZACION DE MONEDA//ENVIA A CORE ÑUBLE OFICIO 481 DEL 17-12-2019 E6594/2019//MEMO N°63 CON FECHA 04-12-2019 10:10AM E6260/2019 //ENVIADO PARA FIRMA INTENDENTE//28-10-19 SE ENVÍA CORREO A JEFATURAS PARA CONOCIMIENTO Y SE QUEDA A LA ESPERA DE INSTRUCCIONES // POR ORD. 347 DEL",,,,,,,,,,,25-10-2019,,NO APLICA,,,,,,,,,,
40014384-2021,EN PRESUPUESTO,2022,2021,40014384,0,"CONSTRUCCIÓN PARQUE INTERCOMUNAL ULTRAESTACIÓN, CHILLÁN",,PROYECTO,DIGUILLÍN,CHILLÁN,DISEÑO,MIDESO,MIDESO,INFRAESTRUCTURA PÚBLICA,31,2,,SEREMI VIVIENDA,SECTORIAL / OTRO,SEREMI VIVIENDA,COMUNAL,,,CHILLÁN,VIVIENDA Y DESARROLLO URBANO,DESARROLLO URBANO,"M$2,952,266",M$0,"M$2,952,266","M$2,952,266","M$2,917,161","M$2,552",APROBADO TÉCNICAMENTE,,RS,05-05-2022,,,317,25-06-2019,24-03-2022,Sin Analista,,347,7-8-19,,,,,,,,,"Ya está RS, Reevaluación/SEREMI DE VIVIENDA URBANISMO: OF N°43, Solicita disponibilidad presupuestaria.",,,,,,,,102102,113544,215646,05-05-2022,,,,,,NO,,,,,,
40014859-2020,NO VIGENTE,2019,2020,40014859,0,REPOSICION CAMIONES TOLVA PARA LA MUNICIPALIDAD DE YUNGAY,,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,C-33,,,29,3,,MUNICIP. YUNGAY,MUNICIPIO,,,,,YUNGAY,VEHICULOS,CAMIONES,"$151,130",$0,"$151,130",,"M$151,130",M$0,APRO CORE,,RS,27-08-2019,,,,,28-06-2019,ELIAS JARA,30-07-2019,,,379,30-08-2019,,,221,30-09-2019,,, // APROBADO CORE SEGUN CERTIFICADO 221 DE FECHA 30-09-19 // EN COMISION CORE 10-09-19 // ENVIAD A CORE POR ORD. 379 DEL 30-08-19 E4517/2019 // OFICIO DE ENVÍO A CORE DE INTENDENTE PARA VISACION JEFE DIPLADE 27-08-19// RS DEL 27-08-19 INFORMADO POR CORREO MIS,,,,,,,,,,,27-08-2019,,NO APLICA,,,,,,,,,,
40014894-2019,NO VIGENTE,2019,2019,40014894,0,"REPOSICION CAMION ALJIBE, COMUNA DE ÑIQUEN, ASOCIACION PUNILLA",,PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,C-33,,,29,3,,ASOCIACIÓN PUNILLA,MUNICIPIO,,,,,ÑIQUEN,CAMIONES,CAMIONES,"$82,824",$0,"$82,824",,"M$82,824",M$0,REVISAR,,,,,,,,07-06-2019,PABLO NUÑEZ,10-06-2019,,,,,,,,,,," // POR ORD. 065/2019 E3385/2019 PRESIDENTE ASOCIACIÓN PUNILLA SOLICITA REVISIÓN DE PROYECTO, ENVIADO A JEFE DIPLADE POR CORREO 04-7-19  PARA CONOCIMIENTO Y FINES // E2924/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN DE ANALISTA",,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,
40014894-2020,NO VIGENTE,2020,2020,40014894,0,"REPOSICION CAMION ALJIBE, COMUNA DE ÑIQUEN, ASOCIACION PUNILLA",,PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,C-33,,,29,3,,ASOCIACIÓN PUNILLA,MUNICIPIO,,,,,ÑIQUEN,CAMIONES,CAMIONES,"$91,908",$0,"$91,908",,"M$91,908",M$0,,,,,,,,,07-02-2020,PABLO NUÑEZ,07-02-2020,,,,,,,,,,," // E7736/2020 	ORD N°020 DEL 07-02-2020 PRESENTA INICIATIVAS C33 AÑO PRESUPUESTARIO 2020//ORD N°19 E7293/2020 SE INFORMA A FORMULADOR QUE LA INICIATIVA PRESENTADA QUEDA INADMISIBLE POSTULACIONES NO ESTAN ABIERTAS.//ORD N°066 DEL 10-01-2020 E7114 INGRESA INICIATIVA NO ESTANDO INSTRUCTIVO APROBADO//POR ORD. 065/2019 E3385/2019 PRESIDENTE ASOCIACIÓN PUNILLA SOLICITA REVISIÓN DE PROYECTO, ENVIADO A JEFE DIPLADE POR CORREO 04-7-19  PARA CONOCIMIENTO Y FINES // E2924/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN DE ANALISTA",,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,
40014894-2022,VIGENTE,2022,2022,40014894,0,"ADQUISICION CAMION ALJIBE COMUNA DE ÑIQUEN, ASOCIACION PUNILLA",,PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,C-33,C-33 - ACTIVOS NO FINANCIEROS,VEHÍCULOS Y MAQUINARIAS,29,3,,ASOCIACIÓN PUNILLA,MUNICIPIO,MUNICIP. ÑIQUÉN,COMUNAL,,,ÑIQUÉN,MULTISECTORIAL,MULTISECTORIAL ASISTENCIA Y SERVICIOS SOCIALES,"M$111,328",M$0,"M$11,328","M$111,328","M$111,328",M$0,INGRESADO A PREINVERSIÓN,,SIN RATE,,,,005/2022,15-03-2022,08-01-2022,Sin Analista,,,,,,,,,,,,Recordar Plazo,1. TERRITORIO Y MEDIO AMBIENTE,1.1 PROMOVER EL DESARROLLO TERRITORIAL DE ÑUBLE DE MANERA INTEGRADA Y EQUITATIVA,1.1.1 MEJORAR LA INFRAESTRUCTURA PÚBLICA Y DE CONECTIVIDAD TERRITORIAL REGIONAL,1.1.1.1 Definir y construir una red vial estructural que permita mejorar la conectividad regional e interregional.,,,,5616,5536,,30-12-1899,,,,,,NO,,,,,,
40014906-2019,NO VIGENTE,2019,2019,40014906,0,"ADQUISICION CLÍNICA VETERINARIA MÓVIL MUNICIPAL, COELEMU",,PROYECTO,ITATA,COELEMU,EJECUCIÓN,C-33,,,29,3,,MUNICIP. COELEMU,MUNICIPIO,,,,,COELEMU,VEHICULOS,VEHICULOS PARA FUNCIONES OPERATIVAS,"$60,000",$0,"$60,000",,"M$60,000",M$0,REVISAR,,,,,,,,07-06-2019,PABLO NUÑEZ,10-06-2019,,,,,,,,,,, // E2907/2019 A LA ESPERA DE PRIORIZACIÓN Y ASIGNACIÓN DE ANALISTA,,,,,,,,,,,30-12-1899,,NO APLICA,,,,,,,,,,
