ENROCADO,,,,,,,,,,,,,,,,,,,,,,
C,VIA RECEPCIÓN,NÚMERO DOCUMENTO,TIPO DE DOCUMENTO,FECHA DOCUMENTO,FECHA RECEPCIÓN,FECHA DE ENTREGA,REMITENTE,DESTINATARIO,MATERIA,VIA DISTRIBUCIÓN,ADJUNTO,DERIVADO A: (DIVISIÓN),RECEPCIONADO POR,FECHA,FIRMA,Responsable,Medio derivación,FECHA,Respuesta si/no,Instrucción,Plazo,Observación
3390,EMAIL ,6735,DECRETO ALCALDICIO,11-07-24,31-07-24,31-07-24,MUNICIPALIDAD DE SAN IGNACIO ,GOBERNADOR REGIONAL DE ÑUBLE,"APRUEBA ANEXO DE CONTRATO PARA EL PROYECTO DENOMINADO ""REPOSICIÓN SEDE SOCIAL ADULTO MAYOR JUAN DE DIOS DAVILA, COMUNA DE SAN IGNACIO"". ",E-MAIL,,DIPIR,CARLOS ,,,,,,,,,
3389,EMAIL ,211,FACTURA,30-07-24,31-07-24,31-07-24,MUNICIPALIDAD DE NINHUE,GOBERNADOR REGIONAL DE ÑUBLE,"FACTURA CORRESPONDIENTE A ESTADO DE PAGO N 1 OBRA MEJORAMIENTO PLAZOLETA VILLA ARTURO PRAT, COMUNA DE NINHUE",E-MAIL,,DIPIR,PABLO TRONCOSO,,,,,,,,,
3388,EMAIL ,30,OFICIO,31-07-24,31-07-24,31-07-24,ALCALDE COMUNA DE NINHUE,GOBERNADOR REGIONAL DE ÑUBLE,"DOCUMENTOS ADJUNTOS PARA PROYECTO ""MEJORAMIENTO PLAZOLETA ARTURO PRAT, COMUNA DE NINHUE",E-MAIL,,DIPIR,PABLO TRONCOSO,,,,,,,,,
3387,PAPEL,5461,OFICIO,29-07-24,31-07-24,31-07-24,CAMILO BENAVENTE JIMENEZ ALCALDE COMUNA DE CHILLAN,GOBERNADOR REGIONAL DE ÑUBLE,GUIA OPERATIVA FRIL AÑO 2024 MEJORAMIENTO CANCHAS BRISAS DE BICENTENARIO Y LOS VOLCANES 6 Y 7 CHILLAN,E-MAIL,,ANALISIS Y EVALUACION ,OSCAR DIAZ ,,,,,,,,,
3386,PAPEL,5518,OFICIO,31-07-24,31-07-24,31-07-24,CAMILO BENAVENTE JIMENEZ ALCALDE COMUNA DE CHILLAN,GOBERNADOR REGIONAL DE ÑUBLE,"POSTULA INICIATIVA, FICHA IDI 20245 CONSTRUCCION CENTRO ACTIVO QUINCHAMALI",PAPEL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3385,EMAIL ,5461,OFICIO ORDINARIO,25-07-24,31-07-24,31-07-24,CAMILO BENAVENTE JIMENEZ ALCALDE COMUNA DE CHILLAN,GOBERNADOR REGIONAL DE ÑUBLE,"PRESENTA INICIATIVA DE INVERSIÓN DENOMINADA: “MEJORAMIENTO CANCHAS BRISAS DEL BICENTENARIO Y LOS VOLCANES 6 Y 7, CHILLÁN”, CÓDIGO BIP 40050859-0.",PAPEL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3384,EMAIL ,524,OFICIO ORDINARIO,25-07-24,31-07-24,31-07-24,ALCALDE DE LA MUNICIPALIDAD DE RANQUIL,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESO PROYECTO FRIL 2024 - CONSTRUCCÓN PLAZOLETAS VILLA RIO
ITATA Y BATUCO, COMUNA DE RÁNQUIL",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3383,EMAIL ,317,OFICIO ORDINARIO,29-07-24,31-07-24,31-07-24,ALCALDE DE LA MUNICIPALIDAD DE ÑIQUEN ,GOBERNADOR REGIONAL DE ÑUBLE,"POSTULACIÓN PROYECTO A FUENTE DE FINANCIAMIENTO FONDO REGIONAL DE INICIATIVA LOCAL (FRIL), AÑO 2024.",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3382,PAPEL,555,ORDINARIO,29-07-24,31-07-24,31-07-24,PATRICIO SUAZO ROMERO ALCALDE SUPLENTE I. MUNICIPALIDAD DE SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,PROYECTO COD.FSDÑ 0035 RENDICION AÑO 2023,E-MAIL,,UCR,,,,,,,,,,
3381,PAPEL,CGC/245/2024,CARTA,31-07-24,31-07-24,31-07-24,ANDRES SANHUEZA MUJICA GERENTE CORPARAUCO,GOBERNADOR REGIONAL DE ÑUBLE,ENTREGA DE POLIZA DE SEGURO DE GARANTIA,PAPEL,,DIFOI ,CARMEN ,,,,,,,,,
3380,PAPEL,CGC/246/2024,CARTA,31-07-24,31-07-24,31-07-24,ANDRES SANHUEZA MUJICA GERENTE CORPARAUCO,GOBERNADOR REGIONAL DE ÑUBLE,ENTREGA DE POLIZA DE SEGURO DE GARANTIA,PAPEL,,DIFOI,,,,,,,,,,
3379,PAPEL,30,ORDINARIO,31-07-24,31-07-24,31-07-24,ESTEFANIA ZAPATA CAMPOS INGENIERO CONSTRUCTOR I.T.O,PABLO TRONCOSO DIVISION DE PRESUPUESTO E INVERSION REGIONAL GORE,DOC. ADJUNTOS PARA MEJORAMIENTO PLAZOLETA ARTURO PRAT COMUNA DE NINHUE,PAPEL,,DIPIR,,,,,,,,,,
3378,PAPEL,S/N,CARTA,30-07-24,31-07-24,31-07-24,MAGALY CORREA PUENTES REPRESENTANTE LEGAL JJVV SAN IGNACIO DE PALOMARES,GOBERNADOR REGIONAL DE ÑUBLE,ENVIA RENDICION N°2 DE CUENTAS CORRESPONDIENTE A SUBVENCION FNDR 6%,PAPEL,,UCR,,,,,,,,,,
3377,PAPEL,5513,OFICIO,30-07-24,31-07-24,31-07-24,PEDRO SAN MARTIN LOPEZ ALCALDE (S) COMUNA DE CHILLAN,GOBERNADOR REGIONAL DE ÑUBLE,PRESENTA INICIATIVA DE INVERSION: CONSTRUCCION DE VEREDAS EN EL SECTOR QUINQUEHUA CHILLAN COD.BIP 40060757-0,PAPEL,,ANALISIS Y EVALUACION ,ROLANDO GASSET,,,,,,,,,
3376,PAPEL,2,OFICIO,30-07-24,31-07-24,31-07-24,"PEDRO PABLO ROJAS GARCIA, DIRECTOR GENERAL CAMPUS CHILLAN",GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE MODIFICACION DE ACTIVIDADES PROGRAMADAS EN CRONOGRAMA DE ACTIVIDADES SEGUNDO AÑO.,PAPEL,,DIFOI,,,,,,,,,,
3375,PAPEL,S/N,INVITACION ,31-07-24,31-07-24,31-07-24,CLINICA LAS AMAPOLAS,ALICIA CONTRERAS VIELMA,INVITACION INAUGURACION DEL PRIMER LABORATORIO DE CARDIOLOGIA INTERVENCIONISTA Y ELECTROFISIOLOGIA DE LA REGION DE ÑUBLE,PAPEL,,GABINETE,,,,,,,,,,
3374,PAPEL,1,OFICIO,30-07-24,31-07-24,31-07-24,"PEDRO PABLO ROJAS GARCIA, DIRECTOR GENERAL CAMPUS CHILLAN",GOBERNADOR REGIONAL DE ÑUBLE,SE INFORMA CORRECCION EN RENDICION FINANCIERA DE TRIMESTRE. MARZO-ABRIL-MAYO,PAPEL,,UCR,,,,,,,,,,
3373,PAPEL,S/N,INVITACION ,31-07-24,31-07-24,31-07-24,CLINICA LAS AMAPOLAS,GOBERNADOR REGIONAL DE ÑUBLE,INVITACION INAUGURACION DEL PRIMER LABORATORIO DE CARDIOLOGIA INTERVENCIONISTA Y ELECTROFISIOLOGIA DE LA REGION DE ÑUBLE,PAPEL,,GABINETE,,,,,,,,,,
3372,PAPEL,S/N,CARTA,24-07-24,31-07-24,31-07-24,"PEDRO PABLO ROJAS GARCIA, DIRECTOR GENERAL CAMPUS CHILLAN",GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA AUTORIZAR REITEMIZACION DEL PROYECTO CODIGO BIP 40035910-0 TRANSFERENCIA DESARROLLO DEL MANEJO OVINO PARA ÑUBLE,PAPEL,,DIFOI,JAVIER ZAPATA ,,,,,,,,,
3371,PAPEL,S/N,CARTA,29-07-24,31-07-24,31-07-24,ISMAEL TOLOZA BRAVO DIRECTOR EJECUTIVO FUNDACION DE DESARROLLO EDUCACIONAL Y TECNOLOGICO LA ARAUCANA,GOBERNADOR REGIONAL DE ÑUBLE,SE INFORMA CAMBIO DE GESTOR/A TERRITORIALES DIGUILLIN E ITATA,PAPEL,,,,,,,,,,,,
3370,PAPEL,S/N,INVITACION ,30-07-24,30-07-24,05-08-24,CAMILO BENAVENTE JIMENEZ ALCALDE COMUNA DE CHILLAN,GOBERNADOR REGIONAL DE ÑUBLE,"INVITACION AL ACTO CONMEMORATIVO DEL ANIVERSARIO N°77, LICEO REPUBLIA DE ITALIA",PAPEL,,GABINETE ,,,,,,,,,,
3369,PAPEL,293,OFICIO,30-07-24,30-07-24,05-08-24,"KARINA LUENGO, GERENTE SEDE BIOBIO INSTITUTO FORSTAL ",GOBERNADOR REGIONAL DE ÑUBLE,ENVIO INFORME FINANCIERO MES DE MAYO 2024,PAPEL,,UCR ,,,,,,,,,,
3368,EMAIL ,12,RESOLUCION EXENTA ,29-07-24,30-07-24,31-07-24,SENAPRED ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,DECLARA ALERTA EN LA FORMA Y ZONA QUE SE INDICA ,PAPEL,,GABINETE-ADM,,,,,,,,,,
3367,EMAIL ,431,ORDINARIO,29-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE QUILLON ,GOBERNADOR REGIONAL DE ÑUBLE,"CONSTRUCCIÓN ESPACIO PÚBLICO EL CASINO, QUILLÓN ADJUNTO: FICHA IDI 40065165 Y ORD. N°431/75/2024",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3366,EMAIL ,430,ORDINARIO,29-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE QUILLON ,GOBERNADOR REGIONAL DE ÑUBLE,"CONSTRUCCIÓN REFUGIOS PEATONALES DIVERSOS SECTORES, QUILLÓN ADJUNTO: FICHA IDI 40065164 Y ORD. N°430/74/2024",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3365,EMAIL ,429,ORDINARIO,29-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE QUILLON ,GOBERNADOR REGIONAL DE ÑUBLE,"CONSTRUCCIÓN REDUCTORES DE VELOCIDAD DIVERSOS SECTORES, QUILLÓN ADJUNTO: FICHA IDI 40065163 Y ORD. N°429/73/2024",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3364,EMAIL ,428,ORDINARIO,29-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE QUILLON ,GOBERNADOR REGIONAL DE ÑUBLE,"MEJORAMIENTO ESPACIO PÚBLICO VILLA RENACER, QUILLÓN ADJUNTO: FICHA IDI 40065162 Y ORD. N°428/72/2024",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3363,EMAIL ,427,ORDINARIO,29-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE QUILLON ,GOBERNADOR REGIONAL DE ÑUBLE,"REPOSICIÓN SEÑALÉTICAS IDENTIFICACIÓN DE CALLES TURÍSTICAS, QUILLÓN ADJUNTO: FICHA IDI 40056269 Y ORD. N°427/71/2024",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3362,EMAIL ,426,ORDINARIO,29-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE QUILLON ,GOBERNADOR REGIONAL DE ÑUBLE,"MEJORAMIENTO VEREDAS SECTOR NORTE, QUILLÓN ADJUNTO: FICHA IDI 40056271 Y ORD. N°426/70/2024",E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET ,,,,,,,,,
3361,EMAIL ,726,OFICIO ,30-07-24,30-07-24,30-07-24,ALCALDE DE LA COMUNA DE EL CARMEN ,GOBERNADOR REGIONAL DE ÑUBLE,INGRESA INICIATIVAS PARA POSTULACION AL FRIL 2024,E-MAIL,,ANALISIS Y EVALUACION,ROLANDO GASSET,,,,,,,,,
3360,EMAIL ,620,OFICIO,25-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE YUNGAY,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA PARALIZACIÓN ""REPOSICIÓN PASARELA PEATONAL COLGANTE, SECTOR SANTA LUCÍA BAJO, COMUNA DE YUNGAY"" (INFORMA PARALIZACIÓN ""REPOSICIÓN PASARELA PEATONAL COLGANTE, SECTOR SANTA LUCÍA BAJO, COMUNA DE YUNGAY",E-MAIL,,DIPIR,JORGE OÑATE,,,,,,,,,
3359,EMAIL ,428,OFICIO,12-07-24,30-07-24,31-07-24,ALCALDE DE LA COMUNA DE COBQUECURA,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE APROBACIÓN DE MODIFICACIÓN DE INICIATIVA CUBIERTA MULTICANCHA DE TAUCU CÓDIGO,E-MAIL,,ANALISIS Y EVALUACION ,ROLANDO GASSET,,,,,,,,,
3358,EMAIL ,574,RESOLUCION EXENTA,29-07-24,30-07-24,31-07-24,DELEGACION PRESIDENCIAL REGIONAL DE ÑUBLE ,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITUD DE MODIFICACION DE ACTIVIDADES PROGRAMADAS EN CRONOGRAMA DE ACTIVIDADES SEGUNDO AÑO.,E-MAIL,,GABINETE,,,,,,,,,,
3357,EMAIL ,596,RESOLUCION EXENTA,29-07-24,30-07-24,31-07-24,DELEGACION PRESIDENCIAL REGIONAL DE ÑUBLE ,GOBERNADOR REGIONAL DE ÑUBLE,"DECLARA EPISODIO CRÍTICO DE ALERTA AMBIENTAL POR CONTAMINACIÓN POR MATERIAL PARTICULADO MP 2,5; EN LAS COMUNAS DE CHILLAN Y CHILLAN VIEJO",E-MAIL,,GABINETE,,,,,,,,,,
3356,EMAIL ,S/N,ACTA,30-07-24,30-07-24,30-07-24,SECRETARIA REGIONAL MINISTERIAL DE OBRAS PUBLICAS,GOBERNADOR REGIONAL DE ÑUBLE,TERCERA SESIÓN COMISIÓN DE SEGUIMIENTO DE COMPROMISOS PARA LA CONSTRUCCIÓN DEL EMBALSE ZAPALLAR,PAPEL,,GABINETE,,,,,,,,,,
3355,EMAIL ,S/N,CORREO ELECTRONICO,30-07-24,30-07-24,30-07-24,ALCALDE DE LA COMUNA DE RANQUIL ,GOBERNADOR REGIONAL DE ÑUBLE,SUSPENDE ACTO CIVICO RANQUIL,E-MAIL,,GABINETE,,,,,,,,,,
3354,PAPEL,639,OFICIO,23-07-24,30-07-24,31-07-24,ALCALDE SUPLENTE DE LA COMUNA DE BULNES,GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION DE CUENTAS MENUSAL MAYO PROYECTO DENOMINADO ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER, COMUNA DE BULNES",E-MAIL,,UCR,,,,,,,,,,
3353,EMAIL ,553,OFICIO,26-07-24,30-07-24,31-07-24,ALCALDE LA COMUNA DE SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,ENVIA ANTECEDENTES DE ADJUDICACION Y CONTRATACION,PAPEL,,DIPIR,,,,,,,,,,
3352,EMAIL ,159,OFICIO,30-07-24,30-07-24,30-07-24,JORGE RUIZ PARADA,GOBERNADOR REGIONAL DE ÑUBLE,"INFORMA PLANTEAMIENTO Y REQUERIMIENTO DEL CONSEJERO REGIONAL JEZER SEPÚLVEDA DOMÍNGUEZ, EN LA SESIÓN ORDINARIA N°140 DE FECHA 10/07/2024.",E-MAIL,,ADM - ,,,,,,,,,,
3351,PAPEL,38,OFICIO ,18-07-24,30-07-24,30-07-24,ANDRES MERINO OLAVE SECPLAN MUNICIPALIDAD DE ÑIQUEN ,GOBERNADOR REGIONAL DE ÑUBLE,INGRESA BOLETA DE GARANTIA DE CORRECTA EJECUCION DE LA OBRA MEJORAMIENTO CAMINOS EN DIVERSOS SECTORES DE LA COMUNA DE ÑIQUEN APLICANDO SUPRESOR DE POLVO,E-MAIL,,DIPIR,CAROLINA SEREY ,,,,,,,,,
3350,DOCDIGITAL,O-119507-2024,OFICIO ,25-07-24,30-07-24,30-07-24,PAMELA ALEJANDRA GANA CORNEJO SUPERINTENDENTA DE SEGURIDAD SOCIAL,GOBERNADOR REGIONAL DE ÑUBLE,RÉGIMEN DE PRESTACIONES FAMILIARES. COMPLEMENTA INSTRUCCIONES.,PAPEL,,DAF,CLARA TOLEDO,,,,,,,,,
3349,DOCDIGITAL,38,OFICIO ,18-07-24,30-07-24,30-07-24,MACARENA DAVILA VERA,GOBERNADOR REGIONAL DE ÑUBLE,"ENTREGA TERCERA RENDICIÓN TRIMESTRAL, EN EL MARCO DEL PROGRAMA FNDR “FORTALECIMIENTO Y ATRACCIÓN DE INVERSIONES PRODUCTIVAS DE BASE TECNOLÓGICA-IFI MODALIDAD INVERSIÓN TECNOLÓGICA, REGIÓN DE ÑUBLE",DODCDIGITAL,,UCR -DIFOI,,,,,,,,,,
3348,PAPEL,S/N,CARTA,25-07-24,30-07-24,30-07-24,ELISEO ALVARO SEPULVEDA PARRA REPRESENTANTE LEGAL ASOCIACION DE FUTBOL QUILLON,GOBERNADOR REGIONAL DE ÑUBLE,ENVIA RENDICION DE  CUENTAS SUBVENCION FNDR 8% ASOC. FUTBOL QUILLON,DODCDIGITAL,,UCR,,,,,,,,,,
3347,PAPEL,S/N,RES.EXE,29-07-24,30-07-24,30-07-24,IVAN MOSCOSO GATICA FISCAL ADMINISTRATIVO,GOBERNADOR REGIONAL DE ÑUBLE,DESIGNA ACTUARIO,PAPEL,,UNIDAD JURIDICA,JORGE PARRA,,,,,,,,,
3346,DOCDIGITAL,37,OFICIO,18-07-24,29-07-24,30-07-24,MACARENA DAVILA VERA,GOBERNADOR REGIONAL DE ÑUBLE,"ENTREGA DECIMA RENDICIÓN TÉCNICO-FINANCIERA MENSUAL, EN EL MARCO DEL PROGRAMA FNDR “FORTALECIMIENTO Y ATRACCIÓN DE INVERSIONES PRODUCTIVAS DE BASE TECNOLÓGICA-IFI MODALIDAD INVERSIÓN TECNOLÓGICA, REGIÓN DE ÑUBLE",PAPEL,,DIFOI - UCR,,,,,,,,,,
3345,DOCDIGITAL,39,OFICIO,29-07-24,29-07-24,30-07-24,MACARENA DAVILA VERA,GOBERNADOR REGIONAL DE ÑUBLE,INFORMA INGRESO DE FONDOS CONVENIO 40021028 IFI INVERSIÓN TECNOLÓGICA ÑUBLE,DODCDIGITAL,,DIFOI,ELIAS JARA,,,,,,,,,
3344,DOCDIGITAL,2086,OFICIO,29-07-24,29-07-24,30-07-24,GOBERNADOR REGIONAL DE LA ARAUCANIA ,GOBERNADOR REGIONAL DE ÑUBLE,VISITA A GORE ARAUCANÍA POR EXPERIENCIA EN GESTIÓN DE SISTEMA DE AGUA POTABLE RURAL.,DODCDIGITAL,,DIT,PAOLA SEPULVEDA,,,,,,,,,
3343,DOCDIGITAL,350,OFICIO,29-07-24,29-07-24,30-07-24,XIMENA RUZ ESPEJO DIRECTORA EJECUTIVA AGENCIA DE SUSTENTABILIDAD Y CAMBIO CLIMÁTICO,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA MODIFICACIÓN DE CONVENIO Y AMPLIACIÓN DE PLAZO DEL PROGRAMA “TRANSFERENCIA PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINÍCOLA SUSTENTABLE” CÓD.BIP 40032465-0.,DODCDIGITAL,,DIFOI,CAROLINA RODIRGUEZ,,,,,,,,,
3342,EMAIL ,20,CARTA,12-07-24,29-07-24,29-07-24,"PEDRO PABLO ROJAS GARCIA, DIRECTOR GENERAL CAMPUS CHILLAN",GOBERNADOR REGIONAL DE ÑUBLE,"RENDICIÓN MES DE MAYO DE ""BIOCARBÓN, EL DIAMANTE DE ÑUBLE PARA LA AVICULTURA""",DODCDIGITAL,,UCR -DIFOI ,,,,,,,,,,
3341,EMAIL ,21,CARTA,12-07-24,29-07-24,29-07-24,"PEDRO PABLO ROJAS GARCIA, DIRECTOR GENERAL CAMPUS CHILLAN",GOBERNADOR REGIONAL DE ÑUBLE,"RENDICION MES DE JUNIO DE ""BIOCARBON, EL DIAMANTE DE ÑUBLE PARA LA AVICULTURA"". ",E-MAIL,,UCR -DIFOI ,,,,,,,,,,
3340,EMAIL ,339,OFICIO,25-07-24,29-07-24,29-07-24,ALCALDE DE LA COMUNA DE SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA FINANCIAMIENTO PROYECTO FRIL DENOMINADO ""REPOSICION TECHUMBRE PRIMER NIVEL CESFAM DR. ALFONSO PARRA CARRIEL, SAN IGNACIO"". ",E-MAIL,,ANALISIS Y EVALUACION,,,,,,,,,,
3339,EMAIL ,465,OFICIO,25-07-24,29-07-24,29-07-24,ALCALDE COMUNA DE QUIRIHUE,GOBERNADOR REGIONAL DE ÑUBLE,"SOLICITA GENERAR ADMISIBILIDAD Y EVALUACION PARA OBTENER VISACION PROYECTO ""MEJORAMIENTO PLAZOLETA VILLA LLAIPEN, QUIRIHUE"". ",E-MAIL,,ANALISIS Y EVALUACION,,,,,,,,,,
3338,EMAIL ,466,OFICIO,25-07-24,29-07-24,29-07-24,ALCALDE COMUNA DE QUIRIHUE,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESA FRIL 2024: MEJORAMIENTO PLAZOLETAS VILLA EL PORVENIR, QUIRIHUE. ",E-MAIL,,ANALISIS Y EVALUACION,,,,,,,,,,
3337,EMAIL ,461,OFICIO,24-07-24,29-07-24,29-07-24,ALCALDE COMUNA DE QUIRIHUE,GOBERNADOR REGIONAL DE ÑUBLE,"INGRESA FRIL 2024: INSTALACION ALUMBRADO PUBLICO RUTA LOS CONQUISTADORES, QUIRIHUE. ",E-MAIL,,ANALISIS Y EVALUACION,,,,,,,,,,
3336,EMAIL ,S/N,CARTA,29-07-24,29-07-24,29-07-24,PRESIDENTE CLUB DEPORTIVO SAN MARTIN ,GOBERNADOR REGIONAL DE ÑUBLE,"FONDO VINCULACIÓN CON LA COMUNIDAD 8% 2024, ASIGNACIONES DIRECTAS INICIATIVA DENOMINADA: ""NOS PREPARAMOS PARA EL CAMPEONATO NACIONAL ZONA SUR, CATEGORÍA SERIE DE HONOR SAN MARTÍN 2024",E-MAIL,,DIDESOH,,,,,,,,,,
3335,EMAIL ,1117,OFICIO,26-07-44,29-07-24,29-07-24,DIRECTOR REGIONAL DE VIALIDAD REGION DE ÑUBLE,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA ESTADO DE PAGO N°5 DEL CONTRATO ""CAMINO BASICO POR CONSERVACION RUTA N-605, CRUCE N-655 (RIO VIEJO) - PUENTE LARQUI - CRUCE N-655 (SAN IGNACIO), KM 0.578 AL KM 15,816, COMUNA DE CHILLAN, PROVINCIA DE DIGUILLIN, REGION DE ÑUBLE"". ",E-MAIL,,DIPIR,CARLOS,,,,,,,,,
3334,EMAIL ,316,OFICIO,29-07-24,29-07-24,29-07-24,ALEX VALENZUELA SANCHEZ ALCALDE MUNICIPALIDAD DE ÑIQUEN,GOBERNADOR REGIONAL DE ÑUBLE,"POSTULACION PROYECTO A FUENTE DE FINANCIMIANTO REGIONAL DE INICIATIVA LOCAL ""MEJORAMIENTO GIMNASIO SAN GREGORIO, COMUNA DE ÑIQUEN"". ",E-MAIL,,ANALISIS Y EVALUACION,,,,,,,,,,
3333,EMAIL ,S/N,CARTA,29-07-24,29-07-24,29-07-24,CONJUNTO FOLCLORICO PILLMAIKEN,GOBERNADOR REGIONAL DE ÑUBLE,POSTULACION ASIGNACION DIRECTA CONJUNTO FOLCLORICO PILLMAIKEN,E-MAIL,,DIDESOH,,,,,,,,,,
3332,EMAIL ,007,CARTA,19-07-24,29-07-44,29-07-24,VICERRECTOR SEDE CONCEPCION UNIVERSIDAD SAN SEBASTIAN,GOBERNADOR REGIONAL DE ÑUBLE,"ADJUNTA INFORME MENSUAL ""TURISMO RURAL PATRIMONIAL VALLE DEL ITATA"". ",E-MAIL,,JOSE BOGGIE,,,,,,,,,,
3331,EMAIL ,343,ORDINARIO,23-07-24,29-07-24,29-07-24,ALCALDE DE LA COMUNA DE NINHUE,GOBERNADOR REGIONAL DE ÑUBLE,"REMITE POSTULACION DE PROYECTO QUE SE INDICA ""CONSTRUCCION MULTICACHA ESCUELA G-29 EL RINCON, COMUNA DE NINHUE"". ",E-MAIL,,ANALISIS Y EVALUACION,,,,,,,,,,
3330,PAPEL,S/N,CARTA,29-07-24,29-07-24,29-07-24,CATHERINE CABRERA HERMOSILLA REPRESENTANTE LEGAL CLUB PATAGONIA MOTOS CHILE,GOBERNADOR REGIONAL DE ÑUBLE,ENVIA OBSERVACIONES A RENDICION DE SUBVENCIONES 8% FNDR OCTAVA FECHA CAMPEONATO NACIONAL DE MOTOCROSS CHILEMX 2023,E-MAIL,,UCR,,,,,,,,,,
3329,PAPEL,S/N,INVITACION ,29-07-24,29-07-24,29-07-24,CLUB DEPORTIVO UNION LA ESPAÑOLA DE CHILLAN,GOBERNADOR REGIONAL DE ÑUBLE,INVITACION AL ANIVERSARIO N°59 DEL CLUB DEPORTIVO UNION LA ESPAÑOLA DE CHILLAN,PAPEL,,GABINETE,,,,,,,,,,
3328,PAPEL,S/N,CARTA,28-06-24,29-07-24,29-07-24,LEIDY DIANA CASTRO OLATE REPRESENTANTE LEGAL CENTRO DE PADRES Y APODERADOS JARDIN INFANTIL Y SALA CUNA RAYITO DE SOL,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA RENDICON DE CUENTAS SUBVENCION FNDR 8% 2023 CURSO DE DEFENSA PERSONAL Y DESARROLLO FEMENINO, CODIGO 2301D0225",PAPEL,,UCR,,,,,,,,,,
3327,EMAIL ,1104,RESOLUCION EXENTA,22-07-24,26-07-24,31-07-24,DIRECCION DE AEROPUERTOS,GOBERNADOR REGIONAL DE ÑUBLE,"DELEGA ATRIBUCIONES A DIRECTOR REGIONAL DEL MAULE, ÑUBLE Y BIOBÍO.",PAPEL,,ADM-GABINETE,,,,,,,,,,
3326,DOCDIGITAL,1621,OFICIO,26-07-24,26-07-24,30-07-24,MARIANELA BERENICE MATTA LAGOS DIRECTORA EJECUTIVA COMISION NACIONAL DE RIEGO,GOBERNADOR REGIONAL DE ÑUBLE,"ACLARA FORMULARIO DE POSTULACIÓN, CONVENIO GORE ÑUBLE - CNR",E-MAIL,,DIFOI,CAROLINA RODIRGUEZ,,,,,,,,,
3325,DOCDIGITAL,348,OFICIO ,26-07-24,26-07-24,30-07-24,XIMENA RUZ ESPEJO DIRECTORA EJECUTIVA AGENCIA DE SUSTENTABILIDAD Y CAMBIO CLIMÁTICO,GOBERNADOR REGIONAL DE ÑUBLE,SOLICITA APROBAR MODIFICACIÓN DE GASTOS DENTRO DEL ÍTEM CONTRATACIÓN DE PROGRAMAS DEL PROGRAMA DE LA INICIATIVA “TRANSFERENCIA PROGRAMA APL VALLE DEL ITATA DESARROLLO VITIVINÍCOLA SUSTENTABLE” CÓD.BIP 40032465-0.,DODCDIGITAL,,DIFOI,CAROLINA RODIRGUEZ,,,,,,,,,
3324,EMAIL ,543,ORDINARIO,25-07-24,26-07-24,29-07-24,ALCALDE DE LA COMUNA DE SAN IGNACIO,GOBERNADOR REGIONAL DE ÑUBLE,"ENVIA ANTECEDENTES PARA CANCELACION DE SEGUNDO ESTADO DE PAGO DEL PROYECTO DENOMINADO ""CONSTRUCCION SALA DE ESTIMULACION CENTRO DE EQUINOTERAPIA, COMUNA DE SAN IGNACIO"". ",DODCDIGITAL,,DIPIR,,,,,,,,,,
