,RESPONSABLE,DE,FOLIO,FECHA DOCTO,PARA:,MATERIA,FIRMA,VÍA DESPACHO,FECHA ENTREGA,OBSERVACIONES,FIRMA RECEPCIÓN,LINK AL DOCUMENTO,
,cnr,DIFOI,00510,11-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA AGRICULTURA SOSTENIBLE: DEL RESIDUO A LA ENMIENDA"" ",RAUL SUNICO GALDAMES,POR MANO,11-07-2024,,,https://drive.google.com/drive/folders/1F3eonG4ObHrGens2WuBZ_ilLQF9jnLKP?usp=drive_link,
,rbh,DIFOI,00509,11-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MAYO 2024 ""TRANSFERENCIA MANEJO DE ENFERMEDADES DE MADERA EN VIÑAS""",RAUL SUNICO GALDAMES,POR MANO,11-07-2024,,,https://drive.google.com/drive/folders/1vmJcY7m14WfoXJP41UdLGdAdvG3Hzgvp?usp=sharing,
,rbh,DIFOI,00508,11-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION ABRIL 2024 ""TRANSFERENCIA MANEJO DE ENFERMEDADES DE MADERA EN VIÑAS""",RAUL SUNICO GALDAMES,POR MANO,11-07-2024,,,https://drive.google.com/drive/folders/19pikkzVEU2VPTehhBEhWk_AhW44dDjpH?usp=sharing,
,rbh,DIFOI,00507,11-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION MARZO 2024 ""TRANSFERENCIA MANEJO DE ENFERMEDADES DE MADERA EN VIÑAS""",RAUL SUNICO GALDAMES,POR MANO,11-07-2024,,,https://drive.google.com/drive/folders/1oT7MHsDZFDRCeyBXlm78B28dBAmF8GqY?usp=sharing,
,nlg,DIT,00506,11-07-2024,LEILA GASAUI IRRIBARRA,"ENVIA A CUSTODIA POLIZA DE GARANTIA PARA GARANTIZAR LA SERIEDAD DE LA OFERTA DE ""CONSTRUCCION SECTOR EXCORTE DE APELACIONES DE CHILLAN"".",CRISTIAN QUIROZ REYES,POR MANO,11-07-2024,,,https://drive.google.com/drive/folders/1EptvUzDAs4XY_8l-p_FXHVU_mS7zOg6h?usp=drive_link,
,rbh,DIFOI,00505,10-07-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE CUENTAS FEBRERO 2024 TRANSFERENCIA MANEJO DE ENFERMEDADES DE MADERA EN VIÑAS DE ÑUBLE,RAUL SUNICO GALDAMES,POR MANO,10-07-2024,,,https://drive.google.com/drive/folders/1ESoc1MtpTqUmGJRR4td83o3b8qIpwx5Z?usp=drive_link,
,rbh,DIFOI,00504,10-07-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE CUENTAS ENERO 2024 TRANSFERENCIA MANEJO DE ENFERMEDADES DE MADERA EN VIÑAS DE ÑUBLE,RAUL SUNICO GALDAMES,POR MANO,10-07-2024,,,https://drive.google.com/drive/folders/1ERxqMp6Yle0Ui6psKijaIkVHAFpbkvZn?usp=drive_link,
,vmi,DIPLADE,00503,10-07-2024,LEILA GASAUI IRRIBARRA,"SE SOLICITA LICITACIÓN PARA LA COMPRA DE SERVICIO DE LEVANTAMIENTO TOPOGRÁFICO, PARA DESARROLLAR EL REQUERIMIENTO DE PLANO DE DETALLE DET 001-2024, PARA EJERCER EL TRASPASO DE COMPETENCIA DESDE LA SEREMI MINVU A LOS GOBIERNOS REGIONALES, LA ELABORACIÓN DE PLANOS DE DETALLE DEL PLAN REGULADOR INTERCOMUNAL, DECRETO 238.",RUBEN SANDOVAL GANGAS,DOCDIGITAL,10-07-2024,,,https://drive.google.com/drive/folders/1DrmVgpxTZIftIVLJv7IXqNjUGgBZYvKl?usp=drive_link,
,psms,DIPLADE,00502,10-07-2024,LEILA GASAUI IRRIBARRA,SOLICITA CONTRATAR 3 TASACIONES PARA EL LOTE DENOMINADO 2B DEL PREDIO FUNDO BULLILEO.,RUBEN SANDOVAL GANGAS,DOCDIGITAL,10-07-2024,,,https://drive.google.com/drive/folders/1DexeMaJk4Eh-UTo59LBUf8i_92SQb2-z?usp=drive_link,
,mel,COMUN,00501,09-07-2024,LEILA GASAUI IRRIBARRA,SOLICITUD DE ADQUISICION DE BIENES Y SERVICIOS.,ANTONIETA SOTO TROMBERT,DOCDIGITAL,09-07-2024,,,https://drive.google.com/drive/folders/1DKPbhLuK9CRV7P3rpqzpat7wcR4kWjaM?usp=drive_link,
,rbh,DIFOI,00500,09-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,09-07-2024,,,https://drive.google.com/drive/folders/1D-79TAbobVFQohPX-R1rAzFFStaIgWxo?usp=drive_link,
,joc,DIPIR,00499,08-07-2024,CLAUDIA CABRERA TORRES,"SOLICITA HACER EFECTIVO EL COBRO DE GARANTÍA DE FIEL CUMPLIMIENTO CONTRATO, DE ACUERDO A LOS ANTECEDENTES INFORMADOS.",JUAN PARADA GONZALEZ,DOCDIGITAL,08-07-2024,,,https://drive.google.com/drive/folders/1l3KKxWQqVUFv-TXjOPCSjFQOD7on9GhW?usp=sharing,
,mel,GABINETE,00498,08-07-2024,FUNCIONARIOS GOBIERNO REGIONAL DE ÑUBLE.,"CAPACITACIÓN RENDICIONES DE CUENTAS, PLATAFORMA ELECTRÓNICA SISREC.",ALICIA CONTRERAS VIELMA,DOCDIGITAL,08-07-2024,,,https://drive.google.com/drive/folders/1B19bxe06fYft--WVvxAvWc5z87r6T8TJ?usp=sharing,
,jzp,DIFOI,00497,08-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA DESARROLLO DEL MANEJO OVINO EN ÑUBLE"" FEBRERO 2024",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/1dmw61MejLFwEKoit0ucLnceI6dHct6A8?usp=sharing,
,jzp,DIFOI,00496,08-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA DESARROLLO DEL MANEJO OVINO EN ÑUBLE"" ENERO 2024",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/1IWH_5EVsbU6PXnTswkmYn3bWJThtTMLh?usp=sharing,
,eja,DIFOI,00495,08-07-2024,LEILA GASAUI IRRIBARRA,"INGRESO BOLETA GARANTIA INCITATIVA UNACH ""TRANSFERENCIA DESARROLLO DE UN SISTEMA A AGROFOTOVOLTAICO""-",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/16M-ZIvevI4dh1tJeEzCCSrmuRmlxdTpj?usp=sharing,
,jrv,DIFOI,00494,08-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA RECUPERANDO LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLAN"" 9",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/1eM2m4pK3kltmW9Y_8_rWsi9mCO_EKUGB?usp=sharing,
,jrv,DIFOI,00493,08-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA RECUPERANDO LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLAN"" 8",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/11pfYARB74wvFXJfSNhzCNWAjYxmMuX1u?usp=sharing,
,jrv,DIFOI,00492,08-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA RECUPERANDO LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLAN"" 7",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/10rcVBO7qxzTy1_tqb9lz2wgvPSss_DPc?usp=sharing,
,jrv,DIFOI,00491,08-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA RECUPERANDO LOS APRENDIZAJES DE LOS ESTUDIANTES DE LA COMUNA DE CHILLAN"" 6",RAUL SUNICO GALDAMES,POR MANO,08-07-2024,,,https://drive.google.com/drive/folders/1yp260Cf2pzUUChEHGZDKs_9BVf54w1Yx?usp=sharing,
,tvf,DIDESOH,00490,08-07-2024,OSCAR CRISOSTOMO LLANOS,"INFORMA SOLICITUDES DE FINANCIAMIENTO DEL FONDO “VINCULACIÓN CON LA COMUNIDAD 8% 2024, ASIGNACIONES DIRECTAS, ACTIVIDADES NO CONCURSABLES DEL GOBIERNO REGIONAL”. Y SOLICITA V° B° PARA INGRESAR INICIATIVAS A SANCIÓN DEL CONSEJO REGIONAL.",TAMARA VALENZUELA FUENTEALBA,DOCDIGITAL,08-07-2024,,,https://drive.google.com/drive/folders/1zUra2MhqBJy9osLaWgLEVmfKl3lQn_hi?usp=sharing,
,jpch,ADM,00489,05-07-2024,LEILA GASAUI IRRIBARRA,SOLICITUD DE LICITACION E IMPLEMENTACION DE SOFTWARE APLICATIVO PARA LA GESTION INTERNA DE PROYECTOS.,ALICIA CONTRERAS VIELMA,DOCDIGITAL,05-07-2024,,,https://drive.google.com/drive/folders/1BHSqf36P10iK0VM13fU-atjZ1jr-nJIX?usp=drive_link,
,cnr,DIFOI,00488,05-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""INOOVACION PARA EL DESARROLLO DE UNA CULTURA CENTRADA EN EL APRENDIZAJE EN LAS COMUNIDADES EDUCATIVAS DE LA REGION DE ÑUBLE"" MARZO-ABRIL 2024",TAMARA VALENZUELA FUENTEALBA,POR MANO,05-07-2024,,,https://drive.google.com/drive/folders/10ywom7jSirHUBjgi903v3qx9eL9ftxIT?usp=sharing,
,cnr,DIFOI,00487,05-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""INOOVACION PARA EL DESARROLLO DE UNA CULTURA CENTRADA EN EL APRENDIZAJE EN LAS COMUNIDADES EDUCATIVAS DE LA REGION DE ÑUBLE"" FEBRERO 2024..",TAMARA VALENZUELA FUENTEALBA,POR MANO,05-07-2024,,,https://drive.google.com/drive/folders/18oDqCtSn9QzOGpxwVaLs9WlhvNlZdZi8?usp=sharing,
,cnr,DIFOI,00486,05-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""INOOVACION PARA EL DESARROLLO DE UNA CULTURA CENTRADA EN EL APRENDIZAJE EN LAS COMUNIDADES EDUCATIVAS DE LA REGION DE ÑUBLE"" DICIEMBRE 2023.",TAMARA VALENZUELA FUENTEALBA,POR MANO,05-07-2024,,,https://drive.google.com/drive/folders/1GAbgEhIOV6zceI2Issaek9B9AZklGfoA?usp=sharing,
,cnr,DIFOI,00485,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA INNOVACION EN USO EFICIENTE DEL RECURSO HIDRICO PARA PEQUEÑA AGRICULTURA ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,05-07-2024,,,https://drive.google.com/drive/folders/19hSYx6jwM76iA7eAIOkXFiOn-YXOJuKT?usp=drive_link,
,cnr,DIFOI,00484,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA CENTRO INTEGRAL DE LA MUJER COMUNA DE YUNGAY"".",RAUL SUNICO GALDAMES,POR MANO,05-07-2024,,,https://drive.google.com/drive/folders/19gvTF2i6twgzFw1JK9O5A7_kMYzyGyU_?usp=drive_link,
,jzp,DIFOI,00483,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE CUENTAS TRANSFERENCIA MANEJO HIDRICO SUSTENTABLE DEL CULTIVO DE ARROZ MES DE MAYO 2024,RAUL SUNICO GALDAMES,POR MANO,04-07-2024,,,https://drive.google.com/drive/folders/18rv_6MiuAS0VmnqOKE6NxuAt4gFU-9oW?usp=drive_link,
,jsz,CONTROL ,00482,04-07-2024,LEILA GASAUI IRRIBARRA,"DA RESPUESTA A CONSULTA SOBRE PAGO DE VIÁTICO A CONSEJERA REGIONAL, SRA. LORENA JARDÚA",JUAN CARLOS SILVA,DOCDIGITAL,04-07-2024,,,https://drive.google.com/drive/folders/18nN4yXM8VDyUO9d0ClmVs_ULQe2KzN9L?usp=drive_link,
,cnr,DIFOI,00481,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA DE CAPACIDADES A LOS PEQUEÑOS Y MEDIANOS PRODUCTORES AGRICOLAS DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,04-07-2024,,,https://drive.google.com/drive/folders/18Y2AkzVRogGy5rUx0OVBNDX8zrQtGHI3?usp=drive_link,
,cnr,DIFOI,00480,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE CUENTAS TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSIÓN EN ÑUBLE-MAYO 2024,RAUL SUNICO GALDAMES,POR MANO,04-07-2024,,,https://drive.google.com/drive/folders/1Qtn5PGriyyjtrsAMVjRhrMpRjIAGcpFC?usp=drive_link,
,cnr,DIFOI,00479,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE CUENTAS TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSIÓN EN ÑUBLE-ABRIL 2024,RAUL SUNICO GALDAMES,POR MANO,04-07-2024,,,https://drive.google.com/drive/folders/1c8EksC-3qEnSiKbRIgUsksaTuTmKeT0Y?usp=drive_link,
,cnr,DIFOI,00478,04-07-2024,UNIDAD DE CONTROL DE RENDICIONES,RENDICION DE CUENTAS TRANSFERENCIA DE CAPACIDADES AL EMPRESARIO PARA NUEVAS OPORTUNIDADES DE INVERSIÓN EN ÑUBLE-MARZO 2024,RAUL SUNICO GALDAMES,POR MANO,04-07-2024,,,https://drive.google.com/drive/folders/14ANkqA8iH2Re7NVGvsvMObTvaE9QNyzr?usp=drive_link,
,odd,DIPLADE,00477,03-07-2024,TAMARA VALENZUELA FUENTEALBA,ENVIA APROBACION TECNICA DE INICIATIVA “CVC-AD3 Y CVC-AD-4” EVALUADA POR EL DEPARTAMENTO DE ANALISIS Y EVALUACION DIPLADE.,RUBEN SANDOVAL GANGAS,DOCDIGITAL,03-07-2024,,,https://drive.google.com/drive/folders/1uWmVsAb3_vkItTOTlcGcPLii3E4l6D29?usp=sharing,
,pnj,DIT,00476,03-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"ENVÍA RENDICIÓN DE CUENTAS PROGRAMA CÓDIGO BIP 40050714-0, MES DE ABRIL 2024.",CRISTIAN QUIROZ REYES,DOCDIGITAL,03-07-2024,,,https://drive.google.com/drive/folders/1TjHmKrQLmJG7aIaBOFEAGie_l0j7ionA?usp=sharing,
,rbh,DIFOI,00475,03-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,03-07-2024,,,https://drive.google.com/drive/folders/17hHHZu1WhNZEXSIi2Lj0Wt1mT9otuaFe?usp=drive_link,
,rbh,DIFOI,00474,03-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,03-07-2024,,,https://drive.google.com/drive/folders/17fyPbXW71a6WAvkPNC8vIkU8zh9DLPSD?usp=drive_link,
,rbh,DIFOI,00473,03-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,03-07-2024,,,https://drive.google.com/drive/folders/17TkijUaLzknr_ujC-xMjxGMGk-JDedzd?usp=drive_link,
,rbh,DIFOI,00472,03-07-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,03-07-2024,,,https://drive.google.com/drive/folders/17PW_b3QY3eIN79X6RCP1yAoPWTPoyrfM?usp=drive_link,
,jsmt,DAF,00471,02-07-2024,JUAN PARADA GONZALEZ,"INFORME DE GARANTIAS VENCIDAS Y POR VENCER POR FIEL CUMPLIMIENTO Y PRORROGA DE GARANTIA MES DE MAYO, JUNIO Y JULIO.",LEILA GASAUI IRRIBARRA,DOCDIGITAL,02-07-2024,,,https://drive.google.com/drive/folders/181wCW42smgzq5q-pOSjQORb_x_FljwwA?usp=sharing,
,cjg,DIPIR,00470,02-07-2024,LEILA GASAUI IRRIBARRA,"REMITE POLIZA DE SEGURO DE GARANTIA #3012024183254 “ADQUISICIÓN EQUIPAMIENTO CRITICO PARA EL HOSPITAL CLÍNICO HERMINADA MARTÍN, SERVICIO UROLOGÍA”",JUAN PARADA GONZALEZ,DOCDIGITAL,02-07-2024,,,https://drive.google.com/drive/folders/13Dyl7SzdNMbKwTrgfe5rDITZZOstJAyh?usp=drive_link,
,rbh,DIFOI,00469,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1-Gn54O4Y6kMhiAX0D-Xk8UHzbJn7WrvD?usp=drive_link,
,rbh,DIFOI,00468,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1-EWo9PfSg3I0tW6xauNhorGM9VqnGEWN?usp=drive_link,
,rbh,DIFOI,00467,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1-5HkKYlxZfsJSzwa-qP6803nJow2sD9M?usp=drive_link,
,rbh,DIFOI,00466,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1-4SE3Ty-j3yAaYfp9uAEGSAZT1yzxh4m?usp=drive_link,
,rbh,DIFOI,00465,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/17F5dLy5h2zuaUh_kNq8tTKShnKTT3o1V?usp=drive_link,
,rbh,DIFOI,00464,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1zynAZ7ZIBkhxCJOAg0rKWvgSkVrDMxcs?usp=drive_link,
,rbh,DIFOI,00463,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO AL DESARROLLO HORTICOLA DE LA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1zxP7sgM5Ua2Ae4aWdWE3IhNMVXbwbonR?usp=drive_link,
,rbh,DIFOI,00462,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1zwnPRJl_IPweMthHb2SfRHLSn03pjs8e?usp=drive_link,
,gsg,DIFOI,00461,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA PROGRAMA MEJORANDO CALIDAD DE LA EDUCACION, COMUNA DE SAN IGNACIO"".",TAMARA VALENZUELA FUENTEALBA,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1ztpOIU0dhk-Zko8CdFZcKJM4uiPiXOim?usp=drive_link,
,jrv,DIFOI,00460,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA PROGRAMA MEJORANDO CALIDAD DE LA EDUCACION, COMUNA DE SAN IGNACIO"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1zoU_TMLtyueSxsWFusrMuGaXgjC6WL3r?usp=drive_link,
,jrv,DIFOI,00459,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA PROGRAMA MEJORANDO CALIDAD DE LA EDUCACION, COMUNA DE SAN IGNACIO"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1zoAQdBET1k0aS9RDFp9bcxi4Q0NCF-xm?usp=drive_link,
,jrv,DIFOI,00458,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA PROGRAMA MEJORANDO CALIDAD DE LA EDUCACION, COMUNA DE SAN IGNACIO"".",RAUL SUNICO GALDAMES,POR MANO,01-07-2024,,,https://drive.google.com/drive/folders/1zR8ly4Tt0uoYEXFkvqzh-oOv9dzCN2pU?usp=drive_link,
,crh,DIDESOH,00457,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO A NIÑAS, NIÑOS, Y ADOLESCENTES CON TRASTORNO DEL ESPECTRO AUTISTA DE ÑUBLE""",TAMARA VALENZUELA FUENTEALBA,POR MANO,28-06-2024,,,https://drive.google.com/drive/folders/1ySY4dipRh1Lz1W-O-ssKuLLIjvR3fYmE?usp=drive_link,
,crh,DIDESOH,00456,28-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA APOYO A NIÑAS, NIÑOS, Y ADOLESCENTES CON TRASTORNO DEL ESPECTRO AUTISTA DE ÑUBLE""",TAMARA VALENZUELA FUENTEALBA,POR MANO,28-06-2024,,,https://drive.google.com/drive/folders/1yT-NG1PfgSsn-WDWjgb0sg6pTs1ercLt?usp=drive_link,
,vmi,DIPLADE,00455,28-06-2024,LEILA GASAUI IRRIBARRA,"SE SOLICITA LICITACIÓN PARA LA COMPRA DE SERVICIO DE LEVANTAMIENTO TOPOGRÁFICO, PARA DESARROLLAR EL REQUERIMIENTO DE PLANO DE DETALLE DET 001-2024, PARA EJERCER EL TRASPASO DE COMPETENCIA DESDE LA SEREMI MINVU A LOS GOBIERNOS REGIONALES, LA ELABORACIÓN DE PLANOS DE DETALLE DEL PLAN REGULADOR INTERCOMUNAL, DECRETO 238.",RUBEN SANDOVAL GANGAS,DOCDIGITAL,28-06-2024,,,https://drive.google.com/drive/folders/1yJqznqmVvfJaRMe53N0GCtUdYOaPgLLK?usp=drive_link,
,jsm,DIPIR,00454,28-06-2024,LEILA GASAUI IRRIBARRA,"REMITE PÓLIZA DE SEGURO DE GARANTÍA DE LA INICIATIVA QUE SE INDICA, PARA SU CUSTODIA.",JUAN PARADA GONZALEZ,DOCDIGITAL,28-06-2024,,,https://drive.google.com/drive/folders/1yJ_sRob0RnL7c6el6AFs_-M8ia9ANtBu?usp=drive_link,
,cct,JURIDICA,00453,28-06-2024,GOBERNADOR REGIONAL DE ÑUBLE,INFORME SUMARIO ,CLAUDIA CABRERA TORRES,POR MANO,28-06-2024,DOCUMENTO EN RESERVA CON ANEXO FISICO ENTREGADO POR LIBRO,,,
,crh,DIDESOH,00452,27-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS ""TRANSFERENCIA PROGRAMA 100 MEDICOS ESPECIALISTAS PARA LA REGION DE ÑUBLE",TAMARA VALENZUELA FUENTEALBA,POR MANO,28-06-2024,,,https://drive.google.com/drive/folders/1yCS6oy-GDJcGaNiHs_4iL6iqrS2iNVxH?usp=drive_link,
,tvf,DIDESOH,00451,26-06-2024,OSCAR CRISOSTOMO LLANOS,"INFORMA SOLICITUD DE FINANCIAMIENTO DEL FONDO “VINCULACIÓN CON LA COMUNIDAD 8% 2024, ASIGNACIONES DIRECTAS, ACTIVIDADES NO CONCURSABLES DEL GOBIERNO REGIONAL”. Y SOLICITA V° B° PARA INGRESAR INICIATIVA A SANCIÓN DEL CONSEJO REGIONAL.",TAMARA VALENZUELA FUENTEALBA,DOCDIGITAL,27-06-2024,,,https://drive.google.com/drive/folders/10_Fw2VRh1MGxk1-G93WVceTHep2Gwhzk?usp=drive_link,
,odd,DIPLADE,00450,26-06-2024,JUAN PARADA GONZALEZ,RESPONDE SOLICITUD DE ANTECEDENTES CONFORME LO EVALUADO EN COMITÉ DE PERTINENCIA REGIONAL.,RUBEN SANDOVAL GANGAS,DOCDIGITAL,27-06-2024,,,https://drive.google.com/drive/folders/1P1WAKNyaLtGsPYshBu7mzBJ-oqO2UYa6?usp=sharing,
,rbh,DIFOI,00449,26-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION OCTUBRE 2023 ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE""",RAUL SUNICO GALDAMES,,,,,https://drive.google.com/drive/folders/1QDEFY4bWxA9LYLcTqrJFGPwcAGRFfn5T?usp=sharing,
,rbh,DIFOI,00448,26-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION OCTUBRE 2023 ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE""",RAUL SUNICO GALDAMES,POR MANO,27-06-2024,,,https://drive.google.com/drive/folders/13U-vJSs32FoKJ-9sDZDJJnYOWCefUA6_?usp=sharing,
,rbh,DIFOI,00447,26-06-2024,UNIDAD DE CONTROL DE RENDICIONES,"RENDICION DE CUENTAS SEPTIEMBRE 2023 ""TRANSFERENCIA MITIGACION AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGION DE ÑUBLE""",RAUL SUNICO GALDAMES,POR MANO,27-06-2024,,,https://drive.google.com/drive/folders/1pYcKjCPLUENHoFg6fOzqs4MYtoCuMXw2?usp=drive_link,
