COD. ÚNICO,VIGENCIA,AÑO,AÑO PRESP.,BIP,DV,NOMBRE INICIATIVA,TIPO,PROVINCIA,COMUNA,ETAPA,TIPOLOGÍA,Categoría GORE,SUBT,ITEM,ASIG,FORMULADOR,ORIGEN,UNIDAD TÉCNICA,DIVISIÓN VINCULADA,MONTO INICIATIVA,MONTO FNDR,MONTO FINAL APROB.,GASTO VIGENTE,ESTADO ACTUAL,FECHA ESTADO ACTUAL,RATE ACTUAL,FECHA ULTIMO RATE,OBSERVACIONES GENERALES,_source_file,_cleaned_at
40020968-2020,NO VIGENTE,2020,2020,40020968,0,TRANSFERENCIA SERVICIOS DE ATENCION AL AM PARA CUIDADOS DOMICILIARIOS EN LA REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,3,0,SENAMA,SECTORIAL / OTRO,,,"$1,999,996","$1,999,996",,"M$1,999,996",REV SUB OBSE,,OT,25-06-2020,// FI DEL 01-07-20 // DERIVADO A JAVIER BRITO PARA REVISIÓN SEMANAL,ANÁLISIS.csv,2025-12-23T05:39:40.803904
40020971-2022,VIGENTE,2022,2022,40020971,0,REPOSICION ESCUELA LOS MAYOS COMUNA DE YUNGAY,PROYECTO,DIGUILLÍN,YUNGAY,DISEÑO,MIDESO,EDUCACION,31,2,,MUNICIP. YUNGAY,MUNICIPIO,MUNICIP. YUNGAY,,"M$112,752","M$112,752","M$112,752","M$112,752",INGRESADO A PREINVERSIÓN,,SIN RATE,,Sin observaciones,ANÁLISIS.csv,2025-12-23T05:39:40.809626
40021028-2020,EN PRESUPUESTO,2020,2020,40021028,0,TRANSFERENCIA FORTALECIMIENTO Y ATRACCIÓN DE INVERSIONES PRODUCTIVAS DE BASE TECNOLÓGICA IFI M,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,0,0,CORFO,SECTORIAL / OTRO,,,"$11,316,666","$3,500,000",,"M$533,700",APRO CORE,,RS,17-02-2020,"// APROBADO CORE SEGÚN CERTIFICADO 89 DEL 15-04-20 ENVIADO POR CORREO 20-04-20// INCLUÍDO EN SESIÓN CORE DEL 08-04-20// E8530/2020 POR ORD. 168 DEL 12,03,20 SE INGRESAN ANTECEDENTES A CORE POR SOLICITUD DE DIRECTOR DE CORFO // POR CORREO DEL 04-03-20 DE SECRETARIO EJECUTIVO SE INFORMA ANÁLISIS DE INICIATIVA EN COMISIÓN AGRICULTURA 05-03-20 // ENVIADO A CORE POR ORD. 100 DEL 18-02-20 E7953/2020 // RS DEL 18-02-20 INFORMADO POR CORREO MISMO DIA A JEFATURAS PARA PRIORIZACIÓN // E7778/2020 POR ORD. 43 DE FECHA 10-02-20 INGRESA SUBSANACIÓN OBSERVACIONES, DERIVADO ANALISTA PARA REVISIÓN 12-02-20 // FI DEL 06-02-2020 ENVIADO POR CORREO MISMO DIA //ORD N°32 DEL 05-02-2020 INGRESA INICIATIVA PARA SU REVISION E7693/2020.",ANÁLISIS.csv,2025-12-23T05:39:40.809706
40021102-2020,VIGENTE,2020,2020,40021102,0,TRANSFERENCIA MITIGACIÓN AL IMPACTO DE DEFICIT HIDRICO EN ZONAS DE EMERGENCIA REGIÓN DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,0,0,INDAP,SECTORIAL / OTRO,,,"$340,000","$340,000",,"M$325,000",,,RS,22-04-2020,"// RS INFORMADO A FORMULADOR POR CORREO 22-04-20// RS DEL 22-04-20 FIRMADO Y ENVIADO POR CORREO MISMO DIA// E8862/2020 POR CORREO DEL 21-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES SEGÚN ORD. 15985 DEL 21,04,20// SE ENVÍA CORREO CON OBSERVACIONES A FORMULADOR 21-04-20// CON FECHA 20-04-20 SE ENTREGA PRIORIZACIÓN DE JEFE DIV. FOMENTO Y SE SOLICITA PRIORIZAR REVISIÓN// POR CORREO DEL 15-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES// FI DEL 26-03-20 INFORMADO POR CORREO MISMO DIA, JAVIER CON LICENCIA, RATE EMITIDO POR OSCAR// ASIGNADO ANALISTA PARA REVISION 18-02-20 // E7752/2020 INGRESADO PARA REVISIÓN, SE INFORMA POR CORREO 10-02-20 A JEFE DIV. FOMENTO PARA PRIORIZACIÓN",ANÁLISIS.csv,2025-12-23T05:39:40.809772
40021107-2020,NO VIGENTE,2020,2020,40021107,0,"TRANSFERENCIA MITIGACION AL IMPACTO DEFICIT HIDRICO EN ZONAS DE EMERGENCIA II REGION DE
ÑUBLE",PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,0,0,INDAP,SECTORIAL / OTRO,,,"$200,000","$200,000",,"M$200,000",,,FI,27-03-2020,"// POR CORREO DEL 16-04-20 FORMULADOR SOLICITA DAR DE BAJA INICIATIVA YA QUE SERÁ CONSOLIDADA CON EL BIP 40021102// POR CORREO DEL 27-03-20 SE INFORMA FI A FORMULADOR, ENVIADO POR OSCAR DADO QUE JAVIER ESTÁ CON LICENCIA. // ASIGNADO ANALISTA PARA REVISIÓN 18-02-20 // E7751/2020 POSTULACIÓN INFORMADA POR CORREO A JEFE DIV. FOMENTO 10-02-20 PARA DETERMINAR PRIORIZACIÓN",ANÁLISIS.csv,2025-12-23T05:39:40.809937
40021332-2020,EN PRESUPUESTO,2020,2020,40021332,0,"CONSTRUCCIÓN CIERRE PERIMETRAL CANCHA Y CIERRE RECINTO CANCHA FÚTBOL SAN ROQUE, COMUNA ÑIQUÉN",PROYECTO,PUNILLA,ÑIQUÉN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. ÑIQUÉN,MUNICIPIO,,,"$59,744","$59,744",,"M$59,744",APROB INTEND < 7000,,RS,04-09-2020,"// RS DEL 04-09-20 // FI DEL 11-06-2020 Y 04-06-20 // EN REVISION 01-06-20//POR CORREO DEL 20-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES // FI DEL 14-04-20 INFORMADO POR CORREO// POR CORREO DEL 26-03-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES, EN REVISIÓN ANALISTA, REASIGNADO BERNARDO AVENDAÑO 26-03-20// CORREO CON OBSERVACIONES A FORMULADOR 05-03-20 // ADMISIBLE PARA REVISIÓN GORE 02-03-20 INFORMADO POR CORREO A FORMULADOR// E8279/2020 INGRESA PROYECTO POSTULACIÓN FRIL 2020, DERIVADO ANALISTA PARA ADMISIBILIDAD 02-03-20 PABLO TRONCOSO",ANÁLISIS.csv,2025-12-23T05:39:40.810000
40021465-2022,EN PRESUPUESTO,2020,2022,40021465,0,"CONSTRUCCIÓN MEDIA LUNA Y GRADERÍAS CUCHA URREJOLA, PORTEZUELO",PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$59,877","$59,877",,"M$59,877",,,RS,02-12-2021,"// FI DEL 23-12-20 Y 13-08-20 // REASIGNADO A MATHIAS // REASIGNADO A JOÑATE 01-06 // ADMISIBLE GORE 15-04-20// SE ENVÍA CORREO A FORMULADOR CON OBSERVACIONES DE ADMISIBILIDAD 27-03-20 // E8714/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN 26-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.810052
40021474-2021,EN PRESUPUESTO,2020,2021,40021474,0,CONSTRUCCIÓN MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE APR SECTOR PANGUILEMU,PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$98,330","$98,330",,"M$98,330",,,RS,21-12-2020,"// RS DEL 21-12-20 // FI DEL 08-06-2020 // ADMISIBLE GORE 14-04-20// 27-03-20 SE ENVÍA CORREO A FORMULADOR INDICANDO OBSERVACIONES DE ADMISIBILIDAD// E8714/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN 26-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.810208
40021489-2020,NO VIGENTE,2020,2020,40021489,0,CONSTRUCCION MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE APR SECTOR CHUDAL,PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$98,976","$98,976",,"M$98,976",,,OT,03-06-2020,"// FI DEL 03-06-2020 // ADMISIBLE GORE 14-04-20 INFORMADO POR CORREO// 27-03-20 SE ENVÍA CORREO A FORMULADOR CON OBS. DE ADMISIBILIDAD // E8714/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN 26-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.810259
40021509-2020,NO VIGENTE,2020,2020,40021509,0,ADQUISICIÓN SISTEMAS DE ENERGÍAS FOTOVOLTAICA PARA ESCUELAS Y LICEOS COMUNAS ASOC. PUNILLA,PROYECTO,PUNILLA,PUNILLA,EJECUCIÓN,C-33,,29,0,0,ASOCIACIÓN PUNILLA,MUNICIPIO,,,"$2,066,853","$2,066,853",,"M$2,066,853",,,,,"// E8709/2020 POSTULADO C-33 2020, PENDIENTE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA",ANÁLISIS.csv,2025-12-23T05:39:40.810305
40021626-2021,EN PRESUPUESTO,2020,2021,40021626,0,"CONSERVACIÓN RUTA N-70-M CAUQUENES – TORRECILLAS – SAN CARLOS, COMUNA DE SAN CARLOS",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,C-33,,31,0,0,MOP-VIALIDAD,SECTORIAL / OTRO,,,"$1,639,231","$1,639,231",,"M$820,865",APRO CORE,,RS,01-04-2020,"// APROBADO POR CERTIFICADO 109/2020 DEL 24-04-20 ENVIADO POR CORREO 05-05-20// APROBADO CORE SESIÓN 22-04-20// INCLUÍDO EN COMISIÓN CORE DEL 08-04-20// ENVIADO A CORE POR ORD. 179 DEL 03-04-20 POR CORREO ELECTRÓNICO // OFICIO PARA CORE CON VISTO BUENO A JEFE DIPLADE PARA DERIVAR A JEFE GABINETE Y GESTIONAR FIRMA DE INTENDENTE 02-04-20// RS DEL 01-04-20 INFORMADO POR CORREO A FORMULADOR MISMO DIA// POR CORREO DEL 26-03-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES, EN REVISIÓN ANALISTA //SE ENVÍA CORREO A FORMULADOR 25-03-20 // FI DEL 06-03-20 INFORMADO POR CORREO A FORMULADOR MISMO DIA // E8217/2020 INGRESA INICIATIVA PLAN ÑUBLE 100X10, ASIGNADO ANALISTA PARA REVISIÓN 28-02-20",ANÁLISIS.csv,2025-12-23T05:39:40.810412
40021627-2020,NO VIGENTE,2020,2020,40021627,0,CONSTRUCCIÓN VEREDA NORTE AVDA ECUADOR CHILLÁN.,PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$86,035","$86,035",,"M$86,035",,,FI,17-08-2020,"// E9198/2020 FORMULADOR RESPONDE OBSERVACIONES POR ORD. 100/771/2020 DEL 11-05-20 // POR CORREO DEL 11-05-20 FORMULADOR SOLICITA AUMENTO DE PLAZO PARA DAR RESPUESTA A OBS, SE AUTORIZA POR CORREO MISMO DIA// FI DEL 20-04-20 INFORMADO POR CORREO// ADMISIBLE GORE 07-04-20// E8755/2020 POSTULADO FRIL 2020 ASIGNADO ANALISTA PARA REVISIÓN MARÍA JOSE 03-04-20//",ANÁLISIS.csv,2025-12-23T05:39:40.810471
40021630-2021,EN PRESUPUESTO,2020,2021,40021630,0,"CONSTRUCCIÓN VEREDAS ANDRES BELLO COSTADO ORIENTE, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$98,854","$98,854",,"M$98,854",,,RS,14-09-2020,// RS DEL 14-09-20 ESPERANDO PRIORIZACIÓN INTENDENTE // FI DEL 08-06-20 // ASIGNADO A FERNANDO AVENDAÑO 01-06-20//ADMISIBLE GORE 09-04-20// E8755/2020 POSTULADO FRIL 2020 ASIGNADO ANALISTA PARA REVISIÓN MARÍA JOSE 03-04-20//,ANÁLISIS.csv,2025-12-23T05:39:40.810646
40021631-2020,EN PRESUPUESTO,2020,2020,40021631,0,"CONSTRUCCIÓN VEREDAS AVDA. ANDRES BELLO COSTADO PONIENTE, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$71,769","$71,769",,"M$71,769",,,RS,06-09-2020,"// RS DEL 16-09-20 // FI DEL  08-06-20 // ASIGNADO A FERNANDO AVENDAÑO 01-06-20 //E8818/2020 INADMISIBLE SE INFORMA POR ORD. 259 DEL 14-04-20// SE PREPARA OFICIO DE INADMISIBLIDAD, SE ENVÍA POR CORREO A JEFE DIPLADE 13-04-20// E8755/2020 POSTULADO FRIL 2020 ASIGNADO ANALISTA PARA REVISIÓN MARÍA JOSE 03-04-20//",ANÁLISIS.csv,2025-12-23T05:39:40.810713
40021635-2020,NO VIGENTE,2020,2020,40021635,0,"CONSTRUCCIÓN SEDE SOCIAL SECTOR BUENOS AIRES, PORTEZUELO",PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$59,500","$59,500",,"M$59,500",,,OT,20-04-2020,"// POR CORREO DEL 28-04-20 FORMULADOR INFORMA SUBSANACIÓN OBSERVACIONES// E8919/2020 ENVÍA ORD. 205 DEL 02-04-20 SOLICITANDO REVISIÓN DE INICIATIVA// OT INFORMADO POR CORREO DEL 20-04-20//ADMISIBLE GORE 31-03-20// E8714/2020 PRESENTADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN",ANÁLISIS.csv,2025-12-23T05:39:40.810796
40021638-2020,NO VIGENTE,2020,2020,40021638,0,"CONSTRUCCIÓN BAHÍAS DE ESTACIONAMIENTO EST. EDUC. CALLE FLORES MILLÁN, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$53,533","$53,533",,"M$53,533",,,FI,16-11-2020,// FI DEL  16-11-20 // ADMISIBLE GORE 08-04-20// E8755/2020 POSTULADO FRIL 2020 ASIGNADO ANALISTA PARA REVISIÓN FERNANDO AVENDAÑO 03-04-20//,ANÁLISIS.csv,2025-12-23T05:39:40.810844
40021641-2021,EN PRESUPUESTO,2020,2021,40021641,0,"CONSTRUCCIÓN VEREDAS CALLE FLORES MILLÁN, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$71,652","$71,652",,"M$71,652",,,RS,05-11-2020,// RS DEL 05-11-20 // FI 16-06-20 // REASIGNADO A FAVENDAÑO 01-06 // ADMISIBLE GORE 07-04-20// E8755/2020 POSTULADO FRIL 2020 ASIGNADO ANALISTA PARA REVISIÓN MARÍA JOSE 03-04-20//,ANÁLISIS.csv,2025-12-23T05:39:40.810929
40021642-2021,EN PRESUPUESTO,2020,2021,40021642,0,"MEJORAMIENTO INFRAESTRUCTURA FILIAL CRUZ ROJA, CHILLÁN",PROYECTO,DIGUILLIN,CHILLÁN,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. CHILLÁN,MUNICIPIO,,,"$49,611","$49,611",,"M$49,611",,,RS,25-06-2020,// RS DEL 25-06-20 // FI DEL 14-05-20 INFORMADO POR CORREO// E9038/2020 POR CORREO DEL 04-05-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES SEGÚN ORD. 100/751/2020 DEL 04-05-20 ADEMÁS DE AUMENTO DE PLAZO PARA RESOLVER LA TOTALIDAD DE OBS.// FI DEL 27-04-20 INFORMADO POR CORREO// ADMISIBLE GORE 08-04-20// E8755/2020 POSTULADO FRIL 2020 ASIGNADO ANALISTA PARA REVISIÓN FERNANDO AVENDAÑO 03-04-20//,ANÁLISIS.csv,2025-12-23T05:39:40.810981
40021685-2020,NO VIGENTE,2020,2020,40021685,0,NORMALIZACIÓN UNIDAD DE URGENCIA HOSPITAL DE BULNES,PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,MIDESO,,31,2,0,S.SALUD ÑUBLE,SECTORIAL / OTRO,,,"$423,241","$423,241",,"M$148,695",REV MDS,,FI,02-04-2020,"// FI MIDESO 02-04-20 // ADMISIBLE MIDESO 20-03-20// E8537/2020 ENVIADO A MIDESO POR ORD. 167 DEL 12-03-20 // E8463/2020 INICIATIVA PRIORIZADA, ASIGNADO ANALISTA PARA REVISIÓN ADMISIBILIDAD MIDESO 10-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.811030
40021730-2020,NO VIGENTE,2020,2020,40021730,0,REPOSICIÓN REFUGIOS PEATONALES DIVERSOS SECTORES COMUNA PORTEZUELO,PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$59,998","$59,998",,"M$59,998",,,OT,06-04-2020,"// E8805/2020 FORMULADOR INGRESA ORD. 212 DEL 07-04-20 SOLICITANDO ANALIZAR INICIATIVA, DERIVADO A ANALISTA PARA ANÁLISIS Y PREPARACIÓN DE RESPUESTA// OT DEL 06-04-20 INFORMADO POR CORREO A FORMULADOR// ADMISIBLE GORE INFORMADO POR CORREO 31-03-20// E8714/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN 26-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.811080
40021745-2020,NO VIGENTE,2020,2020,40021745,0,ADQUISICIÓN TRACTOR COMUNA DE PORTEZUELO,PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,C-33,,29,3,,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$54,199","$54,199",,"M$54,199",REVISAR,,,,"// E8770/2020 POSTULADO C-33 2020, PENDIENTE PRIORIZACIÓN Y ASIGNACIÓN ANALISTA PARA REVISIÓN//",ANÁLISIS.csv,2025-12-23T05:39:40.811124
40021784-2021,EN PRESUPUESTO,2020,2021,40021784,0,"CONSTRUCCIÓN ALUMBRADO PÚBLICO LED DIVERSOS SECTORES, PORTEZUELO",PROYECTO,ITATA,PORTEZUELO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PORTEZUELO,MUNICIPIO,,,"$98,918","$98,918",,"M$98,918",,,RS,07-05-2020,"// RS DEL 07-05-20 FIRMADO ENVIADO POR CORREO// POR CORREO DEL 05-05-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES// FI DEL 05-05-20 INFORMADO POR CORREO// POR CORREO DEL 29-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES// FI DEL 27-04-20 INFORMADO POR CORREO// POR CORREO DEL 24-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES// FI DEL 14-04-20 INFORMADO POR CORREO MISMO DIA// ADMISIBLE GORE INFORMADO POR CORREO 01-04-20 // E8714/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN 26-03-20//",ANÁLISIS.csv,2025-12-23T05:39:40.811179
40021865-2020,NO VIGENTE,2020,2020,40021865,0,CONSTRUCCIÓN EXTENSIÓN Y MEJORAMIENTO ALUMBRADO PÚBLICO DIVERSOS SECTORES COMUNA DE YUNGAY,PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,,,"$98,801","$98,801",,"M$98,801",REVISAR,,FI,23-06-2020,"// FI DEL 23-06-20 // OT DEL 26-05-20 // ADMISIBLE GORE 07-05-20// E8995/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN FERNANDO AVENDAÑO 04-05-20",ANÁLISIS.csv,2025-12-23T05:39:40.811226
40021867-2020,NO VIGENTE,2020,2020,40021867,0,"CONSERVACIÓN RUTA N-605, CRUCE N-55 (RIO VIEJO)- PUENTE LARQUI - CRUCE N-655 (SAN IGNACIO).",PROYECTO,DIGUILLIN,DIGUILLIN,EJECUCIÓN,C-33,,31,0,0,MOP-VIALIDAD,SECTORIAL / OTRO,,,"$2,862,052","$2,862,052",,"M$1,432,276",REV PREINV,,FI,23-03-2020,"// FI DEL 23-03-20 INFORMADO POR CORREO A FORMULADOR MISMO DIA// E8394/2020 POR ORD. 222 DEL 06-03-20 INGRESA INICIATIVA A REVISIÓN, PLAN ÑUBLE, ASIGNADO ANALISTA PARA REVISIÓN 06-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.811367
40021874-2020,EN PRESUPUESTO,2020,2020,40021874,0,"CONSERVACIÓN RUTA N-450, CRUCE RUTA 126 S (TREHUACO)-BOCA ITATA-MELA–COLMUYAO - RUTA N-40",PROYECTO,ITATA,ITATA,EJECUCIÓN,C-33,,31,0,0,MOP-VIALIDAD,SECTORIAL / OTRO,,,"$1,746,627","$1,746,627",,"M$874,564",CORE ÑUBLE,,RS,31-12-2020,"// RS DEL 31-12-20 // FI DEL 05-11-20 // OT DEL 18-05-20 INFORMADO POR CORREO//POR CORREO DEL 07-05-20 FORMULADOR INFORMA SUBNACIÓN DE OBSERVACIONES// OT DEL 14-04-20 INFORMADO POR CORREO A FORMULADOR// CORREO DEL 09-04-20 DE FORMULADOR  INFORMANDO SUBSANACIÓN DE OBSERVACIONES// FI DEL 03-04-20 INFORMADO POR CORREO MISMO DIA // POR CORREO DEL 01-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES, EN REVISIÓN ANALISTA // FI DEL 16-03-20 INFORMADO POR CORREO MISMO DIA A FORMULADOR // E8393/2020 CON FECHA 06-03-20 FORMULADOR INGRESA INICIATIVA, PLAN ÑUBLE, ASIGNADO ANALISTA PARA REVISIÓN 06-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.811509
40021882-2021,EN PRESUPUESTO,2020,2021,40021882,0,"CONSTRUCCIÓN Y HABILITACIÓN POZO PROFUNDO PARA APR SECTOR PEDREGAL, COMUNA DE YUNGAY",PROYECTO,DIGUILLIN,YUNGAY,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. YUNGAY,MUNICIPIO,,,"$48,611","$48,611",,"M$48,611",APROB INTEND < 7000,,RS,17-12-2020,"// RS DEL 17-12-20 // FI DEL 11-06-20 // ADMISIBLE GORE 08-05-20// E8993/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN JAVIER BRITO 04-05-20",ANÁLISIS.csv,2025-12-23T05:39:40.811598
40021897-2020,NO VIGENTE,2020,2020,40021897,0,REPOSICIÓN ALUMBRADO PÚBLICO PARA LA COMUNA DE RÁNQUIL,PROYECTO,ITATA,RÁNQUIL,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. RÁNQUIL,MUNICIPIO,,,"$98,937","$98,937",,"M$98,937",REV SUB OBSE,,FI,22-12-2020,"// FI DEK 22-12-20 // REASIGNADO A BRITO 10-11-20 // REASIGNADO A JOÑATE 01-06 // ADMISIBLE GORE 07-05-20// E9006/2020 POSTULADO FRIL 2020, ASIGNADO ANALISTA PARA REVISIÓN 04-05-20 JAVIER BRITO",ANÁLISIS.csv,2025-12-23T05:39:40.815530
40021920-2022,VIGENTE,2022,2022,40021920,0,"REPOSICIÓN ESCUELA MARÍA TERESA MARCHANT CONTRERAS, COMUNA DE COELEMU",PROYECTO,ITATA,COELEMU,DISEÑO,MIDESO,EDUCACIÓN,33,3,,MUNICIP. COELEMU,MUNICIPIO,MUNICIP. COELEMU,,"M$220,000","M$220,000","M$220,000","M$220,000",ADMISIBLE,,ADMISIBLE,,,ANÁLISIS.csv,2025-12-23T05:39:40.816814
40021938-2020,NO VIGENTE,2020,2020,40021938,0,ERRADICACIÓN FORTALECIMIENTO DEL PROGRAMA DE ERRADICACIÓN DE LOBESIA BOTRANA,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,0,0,SAG,SECTORIAL / OTRO,,,"$1,234,500","$1,234,500",,"M$789,976",REVISAR,,,,"// E8861/2020 POR ORD. 314/2020 DEL 21-04-20 FORMULADOR INGRESA NUEVAMENTE PROYECTO, SE INFORMA POR CORREO A JEFE DIV. FOMENTO 21-04-20// E8445/2020, INICIATIVAS INGRESADA VÍA GLOSA 5,1 AÑO PRESUPUESTARIO 2020, SE INFORMA A JEFES DE DIVISIÓN POR CORREO 10-03-20 PARA PRIORIZACIÓN DE REVISIÓN",ANÁLISIS.csv,2025-12-23T05:39:40.817082
40021943-2021,NO VIGENTE,2021,2021,40021943,0,"REPOSICIÓN DE MAQUINARIA PESADA, MUNICIPALIDAD DE COELEMU",PROYECTO,ITATA,COELEMU,EJECUCIÓN,C-33,Vehículos,29,3,0,MUNICIP. COELEMU,MUNICIPIO,,,"$535,071","$535,071",,"M$535,071",,,,,SE SOLICITA SUBIR ANTECEDENTES FALTANTES AL BIP // DERIVADO A PATRICIO PARA REVISIÓN,ANÁLISIS.csv,2025-12-23T05:39:40.817222
40022155-2020,NO VIGENTE,2020,2020,40022155,0,"REPOSICIÓN DE LUMINARIA PUBLICA A TECNOLOGÍA LED, SECTOR LOS LLEUQUES, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PINTO,MUNICIPIO,,,"$40,187","$40,187",,"M$40,187",,,FI,10-07-2020,"// REASIGNADO A FAVENDAÑO 01-06 // ADMISIBLE GORE 02-04-20 INFORMADO POR CORREO// POR CORREO DEL 26-03-20 FORMULADOR INFORMA CARGA DE ARCHIVOS // SE ENVÍA CORREO A FORMULADOR 25-03-20 PARA CORREGIR OBS. EN EL BIP // E8678/2020 POSTULA INICIATIVA FRIL POR ORD. 197 DEL 18-03-20, ASIGNADO ANALISTA PARA REVISIÓN 23,03,20",ANÁLISIS.csv,2025-12-23T05:39:40.817612
40022158-2020,NO VIGENTE,2020,2020,40022158,0,"REPOSICIÓN DE LUMINARIA PÚBLICA A TECNOLOGÍA LED, SECTOR RECINTO, COMUNA DE PINTO",PROYECTO,DIGUILLIN,PINTO,EJECUCIÓN,FRIL,,33,3,125,MUNICIP. PINTO,MUNICIPIO,,,"$44,168","$44,168",,"M$44,168",,,FI,06-04-2020,"// POR CORREO DEL 21-04-20 FORMULADOR INFORMA SUBSANACIÓN DE OBSERVACIONES // FI DEL 06-04-20 INFORMADO POR CORREO A FORMULADOR// ADMISIBLE GORE 02-04-20 INFORMADO POR CORREO// FORMUALDOR INFORMA POR CORREO DEL 26-03-20 CARGA DE ARCHIVOS //SE ENVÍA CORREO A FORMULADOR 26-03-20 PARA CARGAR ARCHIVOS EN BIP// E8679/2020 FRIL INGRESADO AL GORE, ASIGNADO ANALISTA 25-03-20",ANÁLISIS.csv,2025-12-23T05:39:40.817724
