DATOS DE REGISTRO DE INICIATIVA EN CARTERA DE PROYECTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,EVALUACIÓN DE ADMISIBILIDAD,,,,,,,,,,PRIORIZACIÓN PARA REVISIÓN,,REVISIÓN INICIATIVA MIDESO,,,,,,,REVISIÓN INICIATIVAS GORE,,,,,,,,,,PRIORIZACIÓN PRESUPUESTARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Codigo Unico,,Año,Año pptario,Cod Idi,Dv,Nombre Proyecto,Tipo,Provincia,Comuna,Etapa,Tipologia,Categoría GORE,Subt,Item,Asig,Prov Subdere,Formulador,Beneficiario,Sector,Subsector,Mto Proyecto,Mto Sectorial,Mto Fndr,Gsto Vigente,Gsto Sgtes Años,Estado Actual,Fecha Recp Gore,Fecha Ingre PreInv,Fecha Asig Analista,ANALISTA,ADMISIBLE O INADMISIBLE,Fecha 1° ADM / INAD,Documento o Fecha informa a UT ADM / INAD,Fecha Subsana Observaciones INAD,Fecha 2° ADM / INAD,2° Documento o Fecha informa a UT ADM / INAD,Fecha Priorización  para Revisión (Gobernador),Lugar de Priorización para Revisión,Mideso (SI / NO),N° Ordinario,Fecha Ordinario,N° Ord y Fcha Envi a Mds,RATE Mideso,Fecha RATE Mideso,Comunica RATE Mideso a U.T,Fecha Asig Analista REVISIÓN,Primer Rate,Fecha Primer Rate,Fecha Informa a UT 1° RATE,Fecha Subsanación Primer RATE,Segundo Rate,Fecha Segundo Rate,Fecha Informa a UT 2° RATE,N° Certificado RS,Fecha Certificado RS,Fecha Priorización  Presupuestaria (Gobernador),Lugar de Priorización para Revisión,N° Ord y Fcha Post,N° Of/Mail_Fcha Inf Form,N° Ord al Core,Fech Ord Envio a Core,N° Cert Core o Resolucion Ex,Fech Cert Aprob Core o Res. Exta.,RES. CREA ASIGNACIÓN,SUBT.,SUBT. - ITEM,SUBT. - ITEM - ASIG.,MONTO TOTAL PROYECTO,MONTO SECTORIAL,MONTO FNDR POSTULADO,MONTO ADJUDICADO,AUMENTOS,ESTADO,FECHA DE  CONVENIO,N° RES. APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA,RUT,FECHA ACTA ENTREGA TERRENO,AUMENTO DE PLAZO,PROF. PRESUP RESPONSABLE,PROF. INVERSIONES RESPONSABLE,EJEC. 2019,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,PROGRAMADO 2021,ARRASTRE 2022,PORCENTAJE AVANCE,PROGRAMADO ENE - JUN,PROGRAMADO JUL - DIC,ETAPA DEL CICLO,AREA DEL PROYECTO,DIAS PARA ULTIMO RATE (ANALISTA),DIAS PARA ULTIMO RATE (INGRESO GORE),DIAS DESDE FI - OT - ADMISIBLE,CONDICIÓN INICIATIVA,DIAS DESDE CORE A CONVENIO,EJECUCIÓN 2021,,,% EJEC. PROG. 02 - 2021
40018468-2022,,2022,2022,40018468,0,"ADQUISICION CAMION DOBLE CABINA COMUNA DE SAN CARLOS, ASOC. PUNILLA",PROYECTO,PUNILLA,SAN CARLOS,EJECUCIÓN,C-33,VEHÍCULOS Y MAQUINARIAS,29,3,,#REF!,ASOCIACIÓN PUNILLA,SAN CARLOS,MULTISECTORIAL,MULTISECTORIAL ASISTENCIA Y SERVICIOS SOCIALES,"M$40,436",M$0,"M$40,436","M$40,436",M$0,INGRESADO A PREINVERSIÓN,15-03-2022,#REF!,,Sin Analista,,#REF!,,,,,,,,,,,,,,,,SIN RATE,,,,,,,,,,005/2022,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018787-2021,,2021,2021,40018787,0,TRANSFERRENCIA REVALORIZACIÓN DE LA CHICHA TRADICIONAL DEL VALLE DEL ITATA,PROGRAMA,ITATA,ITATA,EJECUCIÓN,GLOSA 5.1,Fomento/Turismo/Innovación,33,3,0,#REF!,INIA,INIA,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$410,000",$0,"$410,000","M$205,000","M$205,000",,05-05-2021,#REF!,07-05-2021,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,REEMP,,10-08-2021,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018795-2020,,2019,2020,40018795,0,"MEJORAMIENTO PLANTA DE TRATAMIENTOS DE AGUAS SERVIDAS, NUEVA ALDEA",PROYECTO,ITATA,RÁNQUIL,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. RÁNQUIL,RANQUIL,SANEAMIENTO,SANEAMIENTO,"$934,228",$0,"$934,228","M$934,228",M$0,REV MDS,07-11-2019,#REF!,22-01-2020,MATHIAS PEZO / MIDESO,,#REF!,,,,,,,,,,94,,,,,,OT,,09-03-2020,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018803-2021,,2019,2021,40018803,0,TRANSFERENCIA APOYO PRODUCTORES DE VINO DE VALLE DEL ITATA,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,,,#REF!,INDAP,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$1,623,000","$174,000","$1,449,000",M$0,"M$1,449,000",REVISAR,05-11-2019,#REF!,05-11-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,,REGIONAL,REGIONAL,40018803,03,417,TRANSFERENCIA APOYO PRODUCTORES DE VINO DEL VALLE DEL ITATA,"$1,623,000","$174,000",129,,7. EN EJECUCIÓN,"49,8%","APROBADO CORE SEMANA DEL 18.05.2020 (15/07/2020-CSP// EN ELABORACIÓN DE CONVENIO) // 21/07/2020-MQV// ELABORACIÓN DE CONVENIO HASTA NUEVO AVISO)#CJM 31-07-2020 SIN NUEVAS OBSERVACIONES //06-08-2020 EN ELABORACIÓN DE CONVENIO. 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// EN ELABORACIÓN DE CONVENIO. //27/08/2020-CSP// CONVENIO EN REVISIÓN EN JURÍDICA.// / 03.09.20-MQV-SIN NUEVAS OBSERVACIONES #CJM 11-09-2020 CONVENIO ELABORADO, SE ESTÁ A LA ESPERA DE INSTRUCCIÓN PARA PROCEDER A FIRMAR. // LMPO 17-09-2020 SIN NUEVAS OBSERVACIONES. // PSP - 29.09.2020 SIN NUEVAS OBSERVACIONES. // CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.// //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 14.01.2021 SIN CONVENIO. // ALDF 28.01.2021 SE MANTIENE OBSERVACIÓN ANTERIOR // PSP 05,02,2021 SE ENCUENTRA EN CREACIÓN PRESUPUESTARIA. // LMPO 03.03.2021 SE MANTIENE LA OBSERVACIÓN ANTERIOR // PSP 15.06.2021 A LA ESPERA DE SOLICITUD DE PRIMERA REMESA",44267,12,44273,,,,,,,Luis Padilla Orellana,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018803-2021,,2019,2021,40018803,0,TRANSFERENCIA APOYO PRODUCTORES DE VINO DE VALLE DEL ITATA,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,,,#REF!,INDAP,REGIONAL,FOMENTO PRODUCTIVO,FOMENTO PRODUCTIVO,"$1,623,000","$174,000","$1,449,000","M$724,500","M$724,500",,05-11-2019,#REF!,18-02-2020,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,13-04-2020,,,,,,,,,#REF!,268,17-04-2020,129,25-05-2020,,REGIONAL,REGIONAL,40018803,03,417,TRANSFERENCIA APOYO PRODUCTORES DE VINO DEL VALLE DEL ITATA,"$1,623,000","$174,000",129,,7. EN EJECUCIÓN,"49,8%","APROBADO CORE SEMANA DEL 18.05.2020 (15/07/2020-CSP// EN ELABORACIÓN DE CONVENIO) // 21/07/2020-MQV// ELABORACIÓN DE CONVENIO HASTA NUEVO AVISO)#CJM 31-07-2020 SIN NUEVAS OBSERVACIONES //06-08-2020 EN ELABORACIÓN DE CONVENIO. 14/08/2020-ALDF// SIN OBSERVACIONES. 18.08.2020 - PSP// EN ELABORACIÓN DE CONVENIO. //27/08/2020-CSP// CONVENIO EN REVISIÓN EN JURÍDICA.// / 03.09.20-MQV-SIN NUEVAS OBSERVACIONES #CJM 11-09-2020 CONVENIO ELABORADO, SE ESTÁ A LA ESPERA DE INSTRUCCIÓN PARA PROCEDER A FIRMAR. // LMPO 17-09-2020 SIN NUEVAS OBSERVACIONES. // PSP - 29.09.2020 SIN NUEVAS OBSERVACIONES. // CSP 08-10-2020 SIN NUEVAS OBSERVACIONES.// //MQV// 16-10-2020 SIN NUEVAS OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 14.01.2021 SIN CONVENIO. // ALDF 28.01.2021 SE MANTIENE OBSERVACIÓN ANTERIOR // PSP 05,02,2021 SE ENCUENTRA EN CREACIÓN PRESUPUESTARIA. // LMPO 03.03.2021 SE MANTIENE LA OBSERVACIÓN ANTERIOR // PSP 15.06.2021 A LA ESPERA DE SOLICITUD DE PRIMERA REMESA",44267,12,44273,,,,,,,Luis Padilla Orellana,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40018870-2021,,2020,2021,40018870,0,TRANSFERENCIA OBRAS ASOCIATIVAS EN RIEGO. REGION DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,0,0,#REF!,INDAP,INDAP,RECURSOS NATURALES Y MEDIO AMBIENTE,AGRICULTURA,"$2,559,600","$480,000","$2,079,600","M$1,039,800","M$1,039,800",,20-01-2020,#REF!,27-02-2020,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,01-04-2020,,,,,,,,,#REF!,184,09-04-2020,117,07-05-2020,,REGIONAL,REGIONAL,40018870,03,422,"TRANSFERENCIA OBRAS ASOCIATIVAS EN RIEGO, REGIÓN DE ÑUBLE","$2,559,600","$480,000",117/2020,,7. EN EJECUCIÓN,"44,74%",14/08/2020-ALDF//RES. 118 EN DIPRES DESDE 29.07. 21.08.2020 - PSP// SIN OBSERVACIONES #CJM 11-09-2020 SIN NUEVAS OBSERVACIONES // LPO 16/09/2020 SIN OBSERVACIONES  //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // PSP 03.03.2021 RESOLUCIÓN QUE CREA ASIGNACIÓN SE ENCUENTRA EN TRÁMITE DE TOMA DE RAZÓN // PSP 15/06/2021 A LA ESPERA DE SOLICITUD DE PRIMERA REMESA,44267,10,44273,,,,,,,Luis Padilla Orellana,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019013-2019,,2019,2019,40019013,0,"CONSERVACION RUTA N-684, CRUCE RUTA 5 (LOS COLIHUES)- PELEHUITO",PROYECTO,DIGUILLIN,DIGUILLIN,EJECUCIÓN,C-33,,31,,,#REF!,MOP-VIALIDAD,DIGUILLIN,PAVIMENTOS,CAMINO,"$389,583",$0,"$389,583",M$0,"M$389,583",REV PREINV,18-11-2019,#REF!,19-11-2019,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,852,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019013-2021,,2020,2021,40019013,0,"CONSERVACION RUTA N-684, CRUCE RUTA 5 (LOS COLIHUES)- PELEHUITO",PROYECTO,DIGUILLIN,DIGUILLIN,EJECUCIÓN,C-33,,31,,,#REF!,MOP-VIALIDAD,DIGUILLIN,PAVIMENTOS,CAMINO,"$490,757",$0,"$490,757","M$490,757",M$0,,07-02-2020,#REF!,10-02-2020,MARIA JOSE GUTIERREZ,,#REF!,,,,,,,,,,,,,,,,RS,,09-03-2020,,,,,,,,,#REF!,161,09-03-2020,52,30-03-2020,"$17,877",DIGUILLIN,CHILLÁN VIEJO,40019013,02,,"CONSERVACIÓN RUTA N-684, CRUCE RUTA LOS COLIHUES - PELEHUITO","$490,757",$0,52,,9. TERMINADO,1,"CJG ULTIMA VISITA 16.3.22 // CJG ULTIMA VISITA 10.2.22 // CJG ULTIMA VISITA 1.12.21 // CJG ULTIMA VISITA 13.10.21 // CJG ULTIMA VISITA 8.9.21 // CJG 25.8.21 AVANCE 30% //  CJG 4.8.21 AVANCE 25% // CONVENIO ENVIADO A VIALIDAD PARA REVISIÓN 07.05.2020 / CONVENIO ENVIADO A TOMA RAZÓN 09.06/25.06 REUNION CON VIALIDAD SE INDICO POR PARTE DE DIRECTOR QUE NO CONTABA CON INSPECTORES FISCALES PARA PODER EJECUTAR/ 06.07. CONVENIO TOMADO DE RAZON Y ENVIADO A VIALIDAD 06.07 (15/07/2020-CSP// SEMANA DEL 21/07 PROFESIONAL Y DIRECTOR DE VIALIDAD ENVIARÁ ACTUALIZACIÓN DE PLANILLA POR CADA PROYECTO).//// 22/07/2020-MQV// SIN NUEVAS OBSERVACIONES, AÚN PENDIENTE DE ENVIO DE PLANILLA)#CJM 31-07-2020 CON FECHA 29-07-20 SE REALIZO REUNION CON VIALIDAD Y SERVIU PARA DAR SOLUCION A INCONVENIENTES ENTRE SECTOR URBANO-RURAL// 06-08-2020 LMPO SE ENVÍO A VIALIDAD CON FECHA 06-08 -2020 PLANILLA PARA QUE ACTUALICEN ESTADO. 13/08/2020-ALDF// PREPARACION DE ACTECEDENTES. 17/08/2020-PSP// SIN OBSERVACIONES // 26/08/2020-CSP// SIN OBSERVACIONES // 03.09.20-MQV-SIN NUEVAS OBSERVACIONES #CJM 11-09-2020 LICITYACION SE ENCUENTRA EN EL PORTA A LA ESPERA DE LA ADJUDICACION // LPO 16/09/2020 SIN OBSERVACIONES // 24.09.2020 - ALDF SIN OBSERVACIONES // PSP 01.10.2020 SIN OBSERVACIONES // CSP 07.10.2020 SIN OBSERVACIONES // MQV// 15-10-2020 SIN NUEVAS OBSERVACIONES //CJM 29-10-2029 LICITACION DESIERTA  //CJM 11-12-20 SIN NUEVAS OBSERVACIONES // ALDF 12-01-2021 EVALUACIÓN DE OFERTAS DE LICITACIÓN //PS 03.03.2021, SE MANTIENE EL COMENTARIO ANTERIO  // PSP 14-04-2021 PROYECTO ADJUDICADO POR $448.386.581.- // CJG 22.07.21 AVANCE 10%",43977,52,43987,1068829-27-O120,CBARRIOS CONSTRUCTORA SPA.,76.071.838-6,"$44,285",$150,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,0.00%,$150,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019358-2020,,2019,2020,40019358,0,CONSTRUCCION PISCINA TEMPERADA LICEO POLIVALENTE SAN NICOLAS,PROYECTO,PUNILLA,SAN NICOLÁS,EJECUCIÓN,MIDESO,,31,2,,#REF!,MUNICIP. SAN NICOLÁS,SAN NICOLAS,"EDUCACION, CULTURA Y PATRIMONIO",EDUCACIÓN BÁSICA Y MEDIA,"$2,954,000",$0,"$2,954,000",M$0,"M$2,954,000",NO PRIO INTEN MDS,27-11-2019,#REF!,28-11-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019425-2019,,2019,2019,40019425,0,TRANSFERENCIA DIFUSION Y PROMOCION DE LA REGION DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,,,#REF!,SERNATUR,REGIONAL,TURISMO Y COMERCIO,TURISMO,"$686,000",$0,"$686,000",M$0,"M$686,000",CORE ÑUBLE,28-11-2019,#REF!,28-11-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,29-11-2019,,,,,,,,,#REF!,450,29-11-2019,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019425-2020,,2019,2020,40019425,0,DIFUSION Y PROMOCION DE LA REGION DE ÑUBLE,PROGRAMA,REGIONAL,REGIONAL,EJECUCIÓN,GLOSA 5.1,,33,,,#REF!,SERNATUR,REGIONAL,TURISMO Y COMERCIO,TURISMO,"$686,000",$0,"$686,000",M$0,"M$686,000",APRO CORE,28-11-2019,#REF!,28-11-2019,JAVIER BRITO,,#REF!,,,,,,,,,,,,,,,,RS,,29-11-2019,,,,,,,,,#REF!,450,29-11-2019,36,23-01-2020,,REGIONAL,REGIONAL,40019425,03,408,DIFUSION Y PROMOCION DE LA REGION DE ÑUBLE,"$686,000",$0,36,,7. EN EJECUCIÓN,,CONVENIO NO SE FIRMARÁ HASTA NUEVO AVISO (CONTINGENCIA) // PSP 16.06.2021 SE DEBE CREAR ASIGNACIÓN PARA TRAMITRAR FIRMA DE CONVENIO,,,,,,,,,,Maryorie Quintero Vejar,,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,0.00%,$0,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019524-2019,,2019,2019,40019524,0,"CONSTRUCCIÓN INFRAESTRUCTURA BRIGADA HELITRANSPORTADA, AERÓDROMO BERNARDO OHIGGINS",PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,31,2,0,#REF!,CONAF,REGIONAL,SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,"$158,409",$0,"$158,409","M$95,045","M$63,364",REV PREINV,04-12-2019,#REF!,09-12-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,0,,0,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019524-2021,,2019,2021,40019524,0,"CONSTRUCCIÓN INFRAESTRUCTURA BRIGADA HELITRANSPORTADA, AERÓDROMO BERNARDO OHIGGINS CHILLAN",PROYECTO,DIGUILLIN,CHILLÁN,DISEÑO,MIDESO,,31,2,0,#REF!,CONAF,REGIONAL,SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,"$162,528",$0,"$162,528","M$97,516","M$65,012",CORE ÑUBLE,04-12-2019,#REF!,09-12-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,12,,,,,,RS,,18-12-2020,,,,,,,,,#REF!,136,17-02-2021,252,04-03-2021,,DIGUILLIN,CHILLÁN,40019524,02,002,"CONSTRUCCION INFRAESTRUCTURA BRIGADA HELITRANSPORTADA, AERÓDROMO  BERNARDO O´HIGGINS, CHILLÁN","$395,150",$0,252/2021,,7. EN EJECUCIÓN,0.95,"CJG 15.3.22 AL NO TENER TOMA DE RAZÓN LA DISPONIBILIDAD PRESUPUESTARIA POR PARTE DEL GORE, ELLOS NO HAN PODIDO ADJUDICAR. LA RESOLUCIÓN SE ENCUENTRA AHORA EN TOMA DE RAZÓN.// CJG 5.11.21 EN EL ANALISIS DE ANTECEDENTES DOS EMPRESAS QUEDARON FUERA DE BASES Y LA EMPRESA QUE CUMPLE LO HACE POR M$ 429.665 POR LO CUAL SOLICITARÁN 10% PARA ADJUDICAR // CJG 26.10 OFERTAS PRESENTADAS DEBERIA ADJUDICAR POR 381.161.486, AÑO 2021 SIN GASTOS ENVIARÁN PROGRAMACIÓN FINANCIERA 2022 // PSP 14.04.2021 CONVENIO EN TRAMITE DE FIRMA, EN REVISIÓN DE DIRECCION DE AEROPUERTOS // PSP 15.06.2021 SE TRASNFIRIERON GASTOS ADMINISTRATIVOS // CJG 30.07.21 SE SUBE LICITACIÓN FECHA ESTIMADA DE INICIO 21 OCT 2021",44309,26,44313,976-29-O121 / 976-37-O121 /976-51-O121,"IDOM CONSULTING, ENGINEERING, ARCHITECTURE S.A. AGENCIA EN CHILE",59.171.740-5,,$590,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,0.00%,$590,$0,INVERSIONES,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019544-2020,,2019,2020,40019544,0,"CONSTRUCCIÓN BASE DE BRIGADAS DE PREVENCIÓN Y COMBATE DE INCENDIOS FORESTALES, NINHUE",PROYECTO,ITATA,NINHUE,DISEÑO,MIDESO,,31,2,0,#REF!,CONAF,NINHUE,SEGURIDAD PUBLICA,SEGURIDAD PUBLICA,"$93,052",$0,"$93,052",M$0,"M$93,052",NO PRIO INTEN MDS,04-12-2019,#REF!,09-12-2019,PABLO NUÑEZ,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,#REF!,0,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019625-2019,,2019,2019,40019625,0,"CONSERVACIÓN RUTA N-884, CRUCE RUTA 5 (SANTA CLARA) - PUENTE PAL PAL - BALSA CERRO NEGRO",PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,C-33,,31,0,0,#REF!,MOP-VIALIDAD,BULNES,PAVIMENTOS,CAMINO,"$680,329",$0,"$680,329",M$0,"M$680,329",REV PREINV,09-12-2019,#REF!,09-12-2019,MATHIAS PEZO,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,949,#REF!,0,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
40019625-2020,,2020,2020,40019625,0,"CONSERVACIÓN RUTA N-884, CRUCE RUTA 5 (SANTA CLARA) - PUENTE PAL PAL - BALSA CERRO NEGRO",PROYECTO,DIGUILLIN,BULNES,EJECUCIÓN,C-33,,31,0,0,#REF!,MOP-VIALIDAD,BULNES,PAVIMENTOS,CAMINO,"$897,828",$0,"$897,828","M$897,828",M$0,,06-02-2020,#REF!,10-02-2020,MARIA JOSE GUTIERREZ,,#REF!,,,,,,,,,,,,,,,,RS,,09-03-2020,,,,,,,,,#REF!,162,09-03-2020,88,14-04-2020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,PRE INVERSIÓN,$0,#VALUE!,#VALUE!,,,,SIN EJECUCIÓN 2021,,,
