 ,CODIGO ÚNICO,AÑO PRESUPUESTARIO,UNIDAD TÉCNICA ,ORIGEN,TIPOLOGIA,PROVINCIA,COMUNA,CODIGO BIP,SUBT,ITEM,ASIG,NOMBRE INICIATIVA,MONTO TOTAL PROYECTO,MONTO SECTORIAL M$,MONTO FNDR POSTULADO M$,MONTO FNDR ADJUDICADO M$,AUMENTOS $,CERT CORE O RS,FECHA CERTIFICADO,RES. CREA ASIGNACIÓN,ESTADO,AVANCE,OBSERVACIÓN,FECHA FIRMA DE CONVENIO,N° RES. APRUEBA CONVENIO,FECHA RES- APRUEBA CONVENIO,ID LICITACIÓN,EMPRESA ADJUDICADA ,RUT,ACTA ENTREGA TERRENO,PLAZO,AUMENTO DE PLAZO (PARALIZACIÓN),PROF. PRESUP RESPONSABLE,PROF. RESPONSABLE,DIVISIÓN VINCULADA,DIVISIÓN Y SUBTÍTULO,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,suma ene a dic,dife,EJEC. 2019,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEPT,OCT,NOV,DIC,EJEC. 2020,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,EJEC. 2021,ENERO PROYECTADO ,ENERO REAL,FEB PROYECTADO ,FEB REAL,MAR PROYECTADO,MAR REAL,ABR PROYECTADO,ABR REAL,MAY PROYECTADO,MAY REAL,JUN PROYECTADO,JUN REAL,JUL PROYECTADO,JUL REAL,AGO PROYECTADO,AGO REAL,SEP PROYECTADO,SEP REAL,OCT PROYECTADO,OCT REAL,NOV PROYECTADO,NOV REAL,DIC PROYECTADO,DIC REAL,GASTO  EJECUTADO 2022,ENERO PROYECTADO 23,ENERO REAL 23,FEB PROYECTADO 23,FEB REAL 23,MAR PROYECTADO 23,MAR REAL 23,ABR PROYECTADO 23,ABR REAL 23,MAY PROYECTADO 23,MAY REAL 23,JUN PROYECTADO 23,JUN REAL 23,JUL PROYECTADO 23,JUL REAL 23,AGO PROYECTADO 23,AGO REAL 23,SEP PROYECTADO 23,SEP REAL 23,OCT PROYECTADO 23,OCT REAL 23,NOV PROYECTADO 23,NOV REAL 23,DIC PROYECTADO 23,DIC REAL 23,GASTO A EJECUTAR 2023,GASTO  EJECUTADO 2023,ARRASTRE 2024,ENERO PROYECTADO 24,ENERO REAL 24,FEB PROYECTADO 24,FEB REAL 24,MAR PROYECTADO 24,MAR REAL 24,ABR PROYECTADO 24,ABR REAL 24,MAY PROYECTADO 24,MAY REAL 24,JUN PROYECTADO 24,JUN REAL 24,JUL PROYECTADO 24,JUL REAL 24,AGO PROYECTADO 24,AGO REAL 24,SEP PROYECTADO 24,SEP REAL 24,OCT PROYECTADO 24,OCT REAL 24,NOV PROYECTADO 24,NOV REAL 24,DIC PROYECTADO 24,DIC REAL 24,GASTO A EJECUTAR 2024,GASTO  EJECUTADO 2024,ARRASTRE 2025,ENERO PROYECTADO 25,ENERO REAL 25,FEB PROYECTADO 25,FEB REAL 25,MAR PROYECTADO 25,MAR REAL 25,ABR PROYECTADO 25,ABR REAL 25,MAY PROYECTADO 25,MAY REAL 25,JUN PROYECTADO 25,JUN REAL 25,JUL PROYECTADO 25,JUL REAL 25,AGO PROYECTADO 25,AGO REAL 25,SEP PROYECTADO 25,SEP REAL 25,OCT PROYECTADO 25,OCT REAL 25,NOV PROYECTADO 25,NOV REAL 25,DIC PROYECTADO 25,DIC REAL 25,GASTO A EJECUTAR 2025,GASTO  EJECUTADO 2025,ARRASTRE 2026, , , ,ppto,2021+2022+2023,2024,saldo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
,40015875-2021,2021,ANID,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40015875,33,03,403,"TELEVIGILANCIA, COMUNA DE TREHUACO","$157,500",$0,"$157,500","$157,500","$7,500",149 / 673,04-06-2019 / 31.3.23,46/05.08.19,7. EN EJECUCIÓN,,"SE DEBE TRANSFERIR RECURSOS. EN REUNION CON EL BANCO MUNDIAL SE ACORDO QUE SOLICITARA ELLOS LA TRASNFERENCIA DE RECURSOS// 06.07.2020 SE ENVIO CON FECHA 23.06.2020 MODIFICACIÓN DE CONVENIO A OLGA LARENAS (15/07/2020-CSP// AÚN NO HAY RESPUESTA POR PARTE DE LA U.T. DE LA REVISIÓN DE LA MODIFICACIÓN DEL CONVENIO, SEGÚN OLGA (DESDE EL 23.06.2020) FISCALÍA SE DEMORA TRES SEMANAS EN REVISAR COMO MÍNIMO) // 24/07/2020-MQV// SIN NUEVAS OBSERVACIONES, AÚN MODIFICACIÓN EN REVISIÓN DE FISCALIA DEL SERVICIO) #CJM 31-07-2020 SIN NUEVAS OBSERVACIONES //06-08-2020 LMPO MODIFICACIÓN DE CONVENIO SE ENCUENTRA EN FIRMA DEL SR. INTENDENTE. 14/08/2020-ALDF// SE ENVIÓ LA MODIFICACIÓN DEL CONVENIO CON LA RESOLUCIÓN QUE LO APRUEBA A ANID. 18.08.2020 - PSP// A ESPERA DE SOLICITUD DE RECURSOS POR PARTE DEL SERVICIO //28/08/2020-CSP// SIN OBSERVACIONES //02.09.20-MQV// SE LE SOLICITO AL SERVICIO EL INGRESO DE SOLICITUD DE RECURSOS EL 10.08, PERO AÚN SIN RESPUESTA #CJM 11-09-2020 A LA ESPERA DE QUE LE SERVICIO SOLICITE REMESA, SOLICITUD REALIZA EL 10 AGOSTO Y SIN RESPUESTA AÚN // LMPO 16-09-2020 SERVICIO AÚN NO REALIZA SOLICITUD DE REMESA. // PSP 29.09.2020 EN MES DE OCTUBRE SE TRANSFERIRÁ REMESA DE M$30.000.- CSP// 09-10-2020 SIN NUEVAS OBSERVACIONES // / MQV// 14-10-2020 SIN NUEVAS OBSERVACIONES //CJM 30-10-2020 SIN NUEVAS OBSERVACIONES // ALDF 14.01.2021 DEBEN SOLICITAR REMESA 2021.// ALDF 28.01.2021 SIN NUEVAS OBSERVACIONES // PSP 05,02,2021 SIN NUEVAS OBSERVACIONES//PSP 03.03.2021 SERVICIO AÚN NO SOLICITA REMESA CORRESPONDIENTE // PSP 15-06-2021 RESOLUCION QUE CREA ASIGNACION EN TRÁMITE (32/12.05.2021)",30-09-2019,747,18-12-2019,,,,,,,Maryorie Quintero Vejar,,DIFOI,SUBT. 33 - FIC (DIFOI),,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,"$75,000","$75,000",,,,,,,,,"$75,000","$75,000",,,,,,,,,,,,,,,"$75,000",,,,,,,,,,,"$15,000","$15,000",,,,,,,,,,,,,"$15,000","$15,000",$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40033167-2021,2021,SUBSECRETARIA DE TELECOMUNICACIONES DE CHILE,SECTORIAL / OTRO,COMUNICACIONES,REGIONAL,REGIONAL,40033167,24,03,426,TRANSFERENCIA FONDO DESARROLLO DE LAS TELECOMUNICACIONES FIBRA ÓPTICA ÑUBLE- ÚLTIMA MILLA,"$7,604,613",$0,"$7,604,613","$7,604,613",,305,12-07-2021,28/2.2.22,7. EN EJECUCIÓN,,,,,,,,,,,,Angélica Herrera,,DIT,SUBT. 33 - PROGRAMAS DIT,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,"$34,900","$34,900",,,,,,,,,,,,,,,,,"$34,900","$34,900","$7,569,713",,,,,,,,,,,,,,,,,,,"$4,800","$4,800",,,,,"$4,800","$4,800","$7,564,913","$4,800","$4,800","$24,000","$24,000",,,,,,,,,,,,,,,,,,,,,"$28,800","$28,800","$7,536,113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40025761-2021,2021,ARTESANIA CHILE,SECTORIAL / OTRO,TURISMO Y COMERCIO,REGIONAL,REGIONAL,40025761,33,01,002,"CAPACITACIÓN, PRESERVACIÓN Y COMERCIALIZACION DE ARTESANIA TRADICIONAL EN LA REGION DE ÑUBLE
","$150,000",$0,"$150,000","$150,000",,299,23-06-2021,111/26.7.21,9. TERMINADO,100%,,,,,,,,,,,Angélica Herrera,Carolina Serey Provoste,DIFOI,SUBT. 33 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,"$150,000",,,"$150,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40023687-2021,2021,MOP - DOH,SECTORIAL / OTRO,RECURSO HIDRICO,REGIONAL,REGIONAL,40023687,24,03,418,TRANSFERENCIA ASISTENCIA TÉCNICA PARA COMITÉS O COOPERATIVAS PARA PROYECTOS DE APR,"$1,587,960",$0,"$1,587,960","$1,587,960","$1,977,554",122,7-5-2020,014/08.02.2021,7. EN EJECUCIÓN,17%,PODEMOS CONTRATAR PROF. COMO GORE // PSP 03.03.2021 RESOLUCIÓN QUE CREA ASIGNACIÓN SE ENCUENTRA EN TRÁMITE DE TOMA DE RAZÓN // PSP 14-04-2021 TOMADO DE RAZON EL CONVENIO // PSP 12.05.2021 PRIMERA TRANSFERENCIA GESTIONADA // PSP 15-06-2021 DEBEN RENDIR PRIMERA REMESA,12-03-2021,8,16-03-2021,,,,,,,Pamela Solis Perez,,DIT,SUBT. 33 - PROGRAMAS DIT,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,"$1,393",,,"$20,191","$120,793","$142,377",,,,,,,"$15,036","$15,036","$21,887","$21,887",,,"$35,903","$35,903","$32,925","$32,925","$18,487","$18,487","$90,332","$90,332","$14,789","$14,789","$38,686","$38,686","$268,045","$55,877","$55,877","$112,843","$112,843","$316,808","$316,808",,,,,,,,,,,,,,,,,,,"$485,528","$485,528","$2,669,564",,,,,,,,,,,,,,,,,,,"$1,000,000","$1,000,000",,,,,"$1,000,000","$1,000,000","$1,669,564",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$1,669,564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40031556-2021,2021,ASOC. VALLE ITATA,MUNICIPIO,RECURSOS NATURALES Y MEDIO AMBIENTAL,ITATA,ITATA,40031556,29,05,,ADQUISICIÓN DE LABORATORIOS DE CIENCIAS PORTATILES PARA LICEOS ZONA DE REZAGO VALLE DEL ITATA,"$252,946",$0,"$252,946","$252,946","$11,130",RES. E 152,16.3.22,517/1.10.21,9. TERMINADO,100%,"CJG 1.8.22 LICITACION CON DOS OFERENTES, SOLO UNO CUMPLE Y REALIZA DEMOSTRACION DE SU EQUIPAMIENTO //",17-12-2021,9,29-03-2022,1493-67-LQ22,PAYELEC S.A.,96.669.370-3,,60,,Maryorie Quintero Vejar,Cristian Jaque Guzmán,DIPIR,SUBT. 29 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$264,076","$264,076","$264,076",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40035735-2021,2021,BOMBEROS,SECTORIAL / OTRO,SEGURIDAD,REGIONAL,REGIONAL,40035735,33,01,001,ADQUISICIÓN Y REPOSICIÓN DE 21 UNIDADES DE ESPECIALIDAD BOMBEROS DE ÑUBLE,"$7,471,647","$1,132,624","$6,339,023","$6,339,023",,371,14-12-2021,28/2.2.22,7. EN EJECUCIÓN,,CJG 14/12 APROBADO CORE / CJG 5.10.21 06.10.21 INGRESARÍA PROYECTO AL GORE // CJG 11.8.21 PENDIENTE REUNION PARA CONOCER PROYECTO,,,,,,,,,,Angélica Herrera,Carolina Serey Provoste,DIPIR,SUBT. 33 - PROGRAMAS DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,000,000","$2,000,000",,,,,,,"$1,616,905","$1,616,905",,,,,"$2,722,118","$2,722,118","$6,339,023",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40011449-2021,2021,MOP - VIALIDAD,SECTORIAL / OTRO,VIALIDAD,DIGUILLIN,BULNES,40011449,31,02,004,CONSERVACIÓN CAMINO BÁSICO RUTA N-599 CRUCE N643 (TRES ESQUINAS) - LOS MARCOS - CRUCE N773,"$1,216,365",$0,"$1,216,365","$886,383","$97,445",236 / 440,29-10-2019 / 20.5.22,002/05.02.2021,9. TERMINADO,100%,"CJG 19.10.22 SE SOLICITO UN AUMENTO PARA CUBRIR EL INCREMENTO POR IPC // CJG ULTIMA VISITA 10.2.22 // CJG ULTIMA VISITA 1.12.21 // CJG 13.10.21 ULTIMA VISITA // CJG ULTIMA VISITA 8.9.21 // CJG 24.8.21 AVANCE 52% // CJG 12.08.21 AVANCE 48% // CJG 28.07.21 AVANCE 45% //PUBLICACIÓN MERCADO PÚBLICO Y DIARIO OFICIAL 28.05.2020 (15/07/2020-CSP// SEMANA DEL 21/07 PROFESIONAL Y DIRECTOR DE VIALIDAD ENVIARÁ ACTUALIZACIÓN DE PLANILLA POR CADA PROYECTO). // (22/07/2020-MQV// CJM 31/07/2020 SIN FECHA ADJUDICACION EN EVALUACION//  06-08-20 LMPO SE ENVÍO PLANILLA A VIALIDAD CON FECHA 06-08 SOLICITANDO ACTUALIZACION ESTADO DE DE PROYECTOS. 13/08/2020-ALDF// PROYECTO PENDIENTES DE ADJUDICAR POR MODIFCACION DE CONVENIO QUE AUN NO SE SOLICITA. 17/08/2020-PSP// INGRESO SOLICITUD DE MODIFICACIÓN DE CONVENIO// / 03.09.20-MQV-LA MODIFICACIÓN ESTA EN REVISIÓN DE JURIDICA DE VIALIDAD #CJM 11/09/2020 LICITACION EN PORTAL SIN ADJUDICACION SE ESPERA CONVENIO COREGIDO A PRECIOS UNITARIOS Y REAJUSTE IPC, MODIFICACION DE CONVENIO QUE SE ENCUENTRA EN TRAMITE DE FIRMA // LPO 16.09.2020 - MODIFICACION DE CONVENIO FUE ENVIADA A CONTRALORÍA EL 14.09.2020 // 24.09.2020 - ALDF MODIFICACIONES DE CONVENIO TOMADOS DE RAZON Y FUERON ENVIADOS A VIALIDAD // PSP 01.10.2020 ANTECEDENTES DE ADJUDICACIÓN FUERON ENVIADOS A TOMA DE RAZON DE CONTRALORÍA SE ESTÁ A LA ESPERA DE SU V°B°. // ALDF 12-01-2021 EN PROCESO DE ADJUDICACIÓN // CJM 21-01-2021 AUN LA INCIATIVA SE ENCUENTYRA EN PROCESO DE ADJUDICACION SEGUN MERCADO PUBLICO // PSP 19.02.2021 A LA ESPERA DE ASIGNACIÓN PPT PARA ADJUDICAR, RESOLUCIÓN EN TRÁMITE CONTRALORÍA // PSP 03.03.2021 SE ENVÍO AL SERVICIO RESOLUCIÓN QUE CREA ASIGNACIÓN 2021// PSP 15-06-2021 PROYECTO EN EJECUCIÓN SE PROGRAMA UN GASTO DE $300.000.000.- // CJG 22.07.2021 AVANCE 10% // CJG 28.07.21 AVANCE 45%",11-12-2019,,,1068829-4-O120,REMFISC LIMITADA,77.850.430-8,30-03-2021,240,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,"$2,000","$323,043","$103,344","$179,224","$163,421","$771,032",,,,,,,,,"$170,476","$170,476",,,,,,,,,,,,,,,"$170,476",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$42,320",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$42,320",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$42,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010205-2021,2021,BULNES,MUNICIPIO,DEPORTE,DIGUILLIN,BULNES,40010205,33,03,125,"CONSTRUCCIÓN MULTICANCHA PASTO SINTÉTICO VILLA CORDILLERA, BULNES","$59,990",$0,"$59,990","$59,990",,298,23-6-2021,747/20-12-21,5. EN LICITACIÓN,,CJG 13.1.23 Obra se encuentra sin inicio //,31-12-2021,864,31-12-2021,,,,,,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$59,990",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$59,990",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$59,990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010206-2021,2021,BULNES,MUNICIPIO,DEPORTE,DIGUILLIN,BULNES,40010206,33,03,125,"CONSTRUCCIÓN MULTICANCHA PASTO SINTÉTICO TRES ESQUINAS, BULNES","$59,999",$0,"$59,999","$59,900",,298,23-6-2021,747/20/12/21,8. PARALIZADO,1%,"CJG 13.1.23 ULTIMA VISITA 10.1.23 // CJG 21.10.22 CON DECRETO DE PARALIZACION DEBIDO A LA COMPLEJIDAD RELATIVAS AL RELLENO DEL TERRENO, PARTIDA NO CONSIDERADA EN LA LICITACIÓN CORRESPONDIENTE// CJG 14.9.22 ULTIMA VISITA 31.8.22 // CJG 11.8.22 CONTRATISTA RECIBIO TERRENO Y PROPUSO MEJORA DE TERRENO POR INUNDACION",31-12-2021,865,31-12-2021,3902-46-LP22,Inversiones IGPA SpA,,4/7/2022,120,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$59,900",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$59,900",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$59,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40013262-2021,2021,BULNES,MUNICIPIO,SOCIAL,DIGUILLIN,BULNES,40013262,31,01,,ACTUALIZACIÓN PLAN DE DESARROLLO COMUNAL DE BULNES,"$49,557",$0,"$49,557","$49,557",,,,,2. APROB. MENOR A 7.000 UTM,,CJG 22.9.22 SIN FINANCIAMIENTO,,,,,,,,180,,Pamela Solis Perez,Carolina Serey Provoste,DIPLADE,SUBT. 31 - DIPLADE,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$49,557",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$49,557",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$49,557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40019524-2021,2021,AEROPUERTOS MOP,SECTORIAL / OTRO,OBRAS CIVILES,DIGUILLIN,CHILLÁN,40019524,31,02,002,"CONSTRUCCION INFRAESTRUCTURA BRIGADA HELITRANSPORTADA, AERÓDROMO  BERNARDO O´HIGGINS, CHILLÁN","$395,150",$0,"$395,150","$383,673",,252/2021,04-03-2021,009/16.03.2021,7. EN EJECUCIÓN,95%,"CJG 15.3.22 AL NO TENER TOMA DE RAZÓN LA DISPONIBILIDAD PRESUPUESTARIA POR PARTE DEL GORE, ELLOS NO HAN PODIDO ADJUDICAR. LA RESOLUCIÓN SE ENCUENTRA AHORA EN TOMA DE RAZÓN.// CJG 5.11.21 EN EL ANALISIS DE ANTECEDENTES DOS EMPRESAS QUEDARON FUERA DE BASES Y LA EMPRESA QUE CUMPLE LO HACE POR M$ 429.665 POR LO CUAL SOLICITARÁN 10% PARA ADJUDICAR // CJG 26.10 OFERTAS PRESENTADAS DEBERIA ADJUDICAR POR 381.161.486, AÑO 2021 SIN GASTOS ENVIARÁN PROGRAMACIÓN FINANCIERA 2022 // PSP 14.04.2021 CONVENIO EN TRAMITE DE FIRMA, EN REVISIÓN DE DIRECCION DE AEROPUERTOS // PSP 15.06.2021 SE TRASNFIRIERON GASTOS ADMINISTRATIVOS // CJG 30.07.21 SE SUBE LICITACIÓN FECHA ESTIMADA DE INICIO 21 OCT 2021",23-04-2021,26,27-04-2021,976-29-O121 / 976-37-O121 /976-51-O121,"IDOM CONSULTING, ENGINEERING, ARCHITECTURE S.A. AGENCIA EN CHILE",59.171.740-5,,590,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 31 - DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,$102,,,,,,$102,,,,,$307,$307,,,,,,,,,,,,,"$19,184","$19,184","$19,184","$19,183","$76,735","$76,734","$115,408",,,,,,,,,,,,,"$76,734","$76,734",,,"$76,735","$76,735",,,,,"$19,184","$19,184","$172,653","$172,653","$95,510",,,,,,,"$69,061","$69,061",,,,,,,,,"$7,674","$7,674",,,,,,,"$76,735","$76,735","$18,775",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$18,775",,,"$288,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8. PARALIZADO,,,,,,
,40034126-2021,2021,BULNES,MUNICIPIO,DESARROLLO URBANO,DIGUILLIN,BULNES,40034126,33,03,125,"MEJORAMIENTO ÁREAS VERDES VILLA EL PROGRESO, COMUNA DE BULNES","$30,000",$0,"$30,000","$29,998",,RES.680,13-12-2021,680/13.12.21,9. TERMINADO,98%,CJG 20.12.23 A la espera último estado de pago ,,,,3902-27-CO23,FRANCISCO JAVIER HERMOSILLA ALDEA,16.497.481-0,12-4-23,99,,Pamela Solis Perez,Jorge Oñate Castro,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,"$7,500","$7,500","$15,000","$15,000",,,,,,,,,"$22,500","$22,500","$7,498",,,,,,,"$7,500","$7,500",,,,,,,,,,,,,,,,,"$7,500","$7,500",$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,-$2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010323-2021,2021,BULNES,MUNICIPIO,EDUCACION ,DIGUILLIN,BULNES,40010323,33,03,125,"CONSTRUCCION PATIO TECHADO ESCUELA EVARISTA OGALDE, TRES ESQUINAS, COMUNA DE BULNES","$59,225",$0,"$59,225","$59,165",,29,23-01-2020,009/11-01-2021,9. TERMINADO,100%,TERMINADO,23-03-2020,157,08-04-2020,3902-33-LP20,Ingeniería y Constructora Bio Bio Ltda.,76.411.170 - 2,04-11-2020,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,"$47,332",,,"$11,833",,,,,,,"$59,165",,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40010322-2021,2021,BULNES,MUNICIPIO,EDUCACION ,DIGUILLIN,BULNES,40010322,33,03,125,"CONSTRUCCIÓN PATIO TECHADO ESCUELA EL PAL PAL DE SANTA CLARA, COMUNA DE BULNES","$59,225",$0,"$59,225","$59,165",,261,30-12-2019,009/11-01-2021,9. TERMINADO,100%,TERMINADO,23-03-2020,156,09-04-2020,3902-32-LP20,Ingeniería y Constructora Bio Bio Ltda.,76.411.170 - 2,04-11-2020,,,Pamela Solis Perez,Carlos Jungjohann Muñoz,DIPIR,SUBT. 33 - FRIL -DIPIR,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,"$47,332",,,"$11,833",,,,,,,"$59,165",,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40031258-2021,2021,SAG,SECTORIAL / OTRO,SANITARIA,REGIONAL,REGIONAL,40031258,24,03,424,CONTROL DE LA PRESENCIA DE LA PLAGA DROSOPHILA SUZUKII EN LA REGION DE ÑUBLE,"$360,000",$0,"$360,000","$360,000",,,,,7. EN EJECUCIÓN,,,,,,,,,,,,Luis Padilla Orellana,,DIFOI,SUBT. 24 - PROGRAMAS DIFOI,,,,,,,,,$0,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0,,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$360,000",,,,,,,,,,,,,,,,,"$11,487","$11,487",,,,,"-$11,487","-$11,487",$0,$0,"$360,000",,,,,,,,,,,,,,,,,,,,,,,,,$0,$0,"$360,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
